0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,stage,type,date_x,time_x,focal ID,Date_Time,experimenter,session_number,conspecific_ID,seq_num,sequence,true_sequence,phase,paired_status
before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_04.txt,x,A,K,A,y,,,,,,,,,,,,,,before,phees,2022-02-28,10-15-56,Odin,2022-02-28 10:15:56,AT/MM,1.0,Nougatti,3.0,xAKAy,AKA,1,partner
before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_05.txt,x,A,A,A,A,K,,,,,,,,,,,,,before,phees,2022-02-28,10-15-56,Odin,2022-02-28 10:15:56,AT/MM,1.0,Nougatti,4.0,xAAAAK,AAAAK,1,partner
before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_08.txt,x,A,A,A,P,,,,,,,,,,,,,,before,phees,2022-02-28,10-15-56,Odin,2022-02-28 10:15:56,AT/MM,1.0,Nougatti,5.0,xAAAP,AAAP,1,partner
before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_11.txt,x,A,A,y,,,,,,,,,,,,,,,before,phees,2022-02-28,10-15-56,Odin,2022-02-28 10:15:56,AT/MM,1.0,Nougatti,6.0,xAAy,AA,1,partner
before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_15.txt,x,A,A,y,,,,,,,,,,,,,,,before,phees,2022-02-28,10-15-56,Odin,2022-02-28 10:15:56,AT/MM,1.0,Nougatti,7.0,xAAy,AA,1,partner
before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_20.txt,x,A,P,A,A,A,K,,,,,,,,,,,,before,phees,2022-02-28,10-15-56,Odin,2022-02-28 10:15:56,AT/MM,1.0,Nougatti,9.0,xAPAAAK,APAAAK,1,partner
before_trills_2022-02-28_10-15-58_0000046_labelled_Odin_pheeseq_03.txt,x,A,A,P,P,,,,,,,,,,,,,,before,trills,2022-02-28,10-15-58,Odin,2022-02-28 10:15:58,AT/MM,1.0,Nougatti,12.0,xAAPP,AAPP,1,partner
before_trills_2022-02-28_10-15-58_0000046_labelled_Odin_pheeseq_65.txt,x,R,A,y,,,,,,,,,,,,,,,before,trills,2022-02-28,10-15-58,Odin,2022-02-28 10:15:58,AT/MM,1.0,Nougatti,15.0,xRAy,RA,3,partner
before_trills_2022-02-28_10-15-58_0000046_labelled_Odin_pheeseq_91.txt,x,R,A,y,,,,,,,,,,,,,,,before,trills,2022-02-28,10-15-58,Odin,2022-02-28 10:15:58,AT/MM,1.0,Nougatti,16.0,xRAy,RA,3,partner
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_01.txt,x,A,A,y,,,,,,,,,,,,,,,before,phees,2022-02-28,09-34-19,Wuschel,2022-02-28 09:34:19,AT/MM,1.0,Olympia,1.0,xAAy,AA,1,partner
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_02.txt,x,A,A,y,,,,,,,,,,,,,,,before,phees,2022-02-28,09-34-19,Wuschel,2022-02-28 09:34:19,AT/MM,1.0,Olympia,2.0,xAAy,AA,1,partner
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_04.txt,x,A,A,K,K,K,,,,,,,,,,,,,before,phees,2022-02-28,09-34-19,Wuschel,2022-02-28 09:34:19,AT/MM,1.0,Olympia,3.0,xAAKKK,AAKKK,1,partner
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_06.txt,x,A,A,K,K,,,,,,,,,,,,,,before,phees,2022-02-28,09-34-19,Wuschel,2022-02-28 09:34:19,AT/MM,1.0,Olympia,5.0,xAAKK,AAKK,1,partner
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_07.txt,x,A,A,y,,,,,,,,,,,,,,,before,phees,2022-02-28,09-34-19,Wuschel,2022-02-28 09:34:19,AT/MM,1.0,Olympia,6.0,xAAy,AA,1,partner
