sequence_id,repertoire_id,recording_id,individual_id,receiver_id,pair_id,stage,context,sequence,n_elements,session_number,recording_datetime,source_file
before_trills_2022-02-17_09-53-37_0000039_labelled_Nougatti_pheeseq_02.txt::sequence=15,focal=Nougatti|conspecific=Tabor|stage=before|session=1,participants=Nougatti%2BTabor|stage=before|session=1,Nougatti,Tabor,C,before,non-partner,AAAP,4,1,2022-02-17T09:53:37,before_trills_2022-02-17_09-53-37_0000039_labelled_Nougatti_pheeseq_02.txt
before_trills_2022-02-17_09-53-37_0000039_labelled_Nougatti_pheeseq_03.txt::sequence=16,focal=Nougatti|conspecific=Tabor|stage=before|session=1,participants=Nougatti%2BTabor|stage=before|session=1,Nougatti,Tabor,C,before,non-partner,APP,3,1,2022-02-17T09:53:37,before_trills_2022-02-17_09-53-37_0000039_labelled_Nougatti_pheeseq_03.txt
before_trills_2022-02-17_09-53-37_0000039_labelled_Nougatti_pheeseq_05.txt::sequence=17,focal=Nougatti|conspecific=Tabor|stage=before|session=1,participants=Nougatti%2BTabor|stage=before|session=1,Nougatti,Tabor,C,before,non-partner,AAPP,4,1,2022-02-17T09:53:37,before_trills_2022-02-17_09-53-37_0000039_labelled_Nougatti_pheeseq_05.txt
before_phees_2022-02-17_09-53-35_0000039_labelled_Tabor_pheeseq_01.txt::sequence=1,focal=Tabor|conspecific=Nougatti|stage=before|session=1,participants=Nougatti%2BTabor|stage=before|session=1,Tabor,Nougatti,A,before,non-partner,AA,2,1,2022-02-17T09:53:35,before_phees_2022-02-17_09-53-35_0000039_labelled_Tabor_pheeseq_01.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_03.txt::sequence=1,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AAAAKK,6,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_03.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_04.txt::sequence=2,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AP,2,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_04.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_07.txt::sequence=3,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AAA,3,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_07.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_08.txt::sequence=4,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AP,2,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_08.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_09.txt::sequence=5,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AAAA,4,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_09.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_12.txt::sequence=6,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,APAA,4,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_12.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_13.txt::sequence=7,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AP,2,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_13.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_14.txt::sequence=8,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,APAAA,5,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_14.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_16.txt::sequence=9,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,APAAAPK,7,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_16.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_19.txt::sequence=10,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AAAAAKKTKKK,11,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_19.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_21.txt::sequence=11,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AAAA,4,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_21.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_23.txt::sequence=12,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AP,2,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_23.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_24.txt::sequence=13,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AAA,3,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_24.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_25.txt::sequence=14,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,APAA,4,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_25.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_26.txt::sequence=15,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AAAP,4,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_26.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_27.txt::sequence=16,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,APPAAAAKK,9,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_27.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_47.txt::sequence=27,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AA,2,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_47.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_51.txt::sequence=29,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AAAA,4,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_51.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_52.txt::sequence=30,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AP,2,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_52.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_53.txt::sequence=31,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AAA,3,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_53.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_54.txt::sequence=32,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,APAAPPK,7,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_54.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_58.txt::sequence=34,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AAA,3,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_58.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_60.txt::sequence=35,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AAA,3,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_60.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_66.txt::sequence=36,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AA,2,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_66.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_67.txt::sequence=37,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AAA,3,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_pheeseq_67.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_phee_01.txt::sequence=38,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,AAAAAAA,7,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_phee_01.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_phee_59.txt::sequence=47,focal=Odin|conspecific=Olympia|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Odin,Olympia,C,before,non-partner,APP,3,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Odin_phee_59.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Olympia_pheeseq_11.txt::sequence=1,focal=Olympia|conspecific=Odin|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Olympia,Odin,B,before,non-partner,AA,2,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Olympia_pheeseq_11.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Olympia_pheeseq_50.txt::sequence=4,focal=Olympia|conspecific=Odin|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Olympia,Odin,B,before,non-partner,AA,2,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Olympia_pheeseq_50.txt
before_phees_2022-02-22_09-14-37_0000041_labelled_Olympia_pheeseq_65.txt::sequence=5,focal=Olympia|conspecific=Odin|stage=before|session=1,participants=Odin%2BOlympia|stage=before|session=1,Olympia,Odin,B,before,non-partner,AA,2,1,2022-02-22T09:14:37,before_phees_2022-02-22_09-14-37_0000041_labelled_Olympia_pheeseq_65.txt
before_phees_2022-02-23_09-24-00_0000042_labelled_Lola_pheeseq_05.txt::sequence=1,focal=Lola|conspecific=Tabor|stage=before|session=1,participants=Lola%2BTabor|stage=before|session=1,Lola,Tabor,A,before,partner,AA,2,1,2022-02-23T09:24:00,before_phees_2022-02-23_09-24-00_0000042_labelled_Lola_pheeseq_05.txt
before_phees_2022-02-23_09-24-00_0000042_labelled_Lola_pheeseq_06.txt::sequence=2,focal=Lola|conspecific=Tabor|stage=before|session=1,participants=Lola%2BTabor|stage=before|session=1,Lola,Tabor,A,before,partner,AA,2,1,2022-02-23T09:24:00,before_phees_2022-02-23_09-24-00_0000042_labelled_Lola_pheeseq_06.txt
before_trills_2022-02-23_09-24-02_0000042_labelled_Tabor_pheeseq_14.txt::sequence=1,focal=Tabor|conspecific=Lola|stage=before|session=1,participants=Lola%2BTabor|stage=before|session=1,Tabor,Lola,A,before,partner,PAPAAP,6,1,2022-02-23T09:24:02,before_trills_2022-02-23_09-24-02_0000042_labelled_Tabor_pheeseq_14.txt
before_trills_2022-02-23_09-24-02_0000042_labelled_Tabor_pheeseq_15.txt::sequence=2,focal=Tabor|conspecific=Lola|stage=before|session=1,participants=Lola%2BTabor|stage=before|session=1,Tabor,Lola,A,before,partner,APAAP,5,1,2022-02-23T09:24:02,before_trills_2022-02-23_09-24-02_0000042_labelled_Tabor_pheeseq_15.txt
before_phees_2022-02-25_10-36-24_0000044_labelled_Lola_pheeseq_47.txt::sequence=5,focal=Lola|conspecific=Odin|stage=before|session=1,participants=Lola%2BOdin|stage=before|session=1,Lola,Odin,A,before,non-partner,AA,2,1,2022-02-25T10:36:24,before_phees_2022-02-25_10-36-24_0000044_labelled_Lola_pheeseq_47.txt
before_phees_2022-02-25_10-36-24_0000044_labelled_Lola_pheeseq_64.txt::sequence=6,focal=Lola|conspecific=Odin|stage=before|session=1,participants=Lola%2BOdin|stage=before|session=1,Lola,Odin,A,before,non-partner,AA,2,1,2022-02-25T10:36:24,before_phees_2022-02-25_10-36-24_0000044_labelled_Lola_pheeseq_64.txt
before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_07.txt::sequence=1,focal=Odin|conspecific=Lola|stage=before|session=1,participants=Lola%2BOdin|stage=before|session=1,Odin,Lola,C,before,non-partner,RA,2,1,2022-02-25T10:36:24,before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_07.txt
before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_30.txt::sequence=3,focal=Odin|conspecific=Lola|stage=before|session=1,participants=Lola%2BOdin|stage=before|session=1,Odin,Lola,C,before,non-partner,RAATKKK,7,1,2022-02-25T10:36:24,before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_30.txt
before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_44.txt::sequence=4,focal=Odin|conspecific=Lola|stage=before|session=1,participants=Lola%2BOdin|stage=before|session=1,Odin,Lola,C,before,non-partner,RTKKTKK,7,1,2022-02-25T10:36:24,before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_44.txt
before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_45.txt::sequence=5,focal=Odin|conspecific=Lola|stage=before|session=1,participants=Lola%2BOdin|stage=before|session=1,Odin,Lola,C,before,non-partner,AAA,3,1,2022-02-25T10:36:24,before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_45.txt
before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_46.txt::sequence=6,focal=Odin|conspecific=Lola|stage=before|session=1,participants=Lola%2BOdin|stage=before|session=1,Odin,Lola,C,before,non-partner,AA,2,1,2022-02-25T10:36:24,before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_46.txt
before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_48.txt::sequence=7,focal=Odin|conspecific=Lola|stage=before|session=1,participants=Lola%2BOdin|stage=before|session=1,Odin,Lola,C,before,non-partner,AAPPPPK,7,1,2022-02-25T10:36:24,before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_48.txt
before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_50.txt::sequence=8,focal=Odin|conspecific=Lola|stage=before|session=1,participants=Lola%2BOdin|stage=before|session=1,Odin,Lola,C,before,non-partner,AA,2,1,2022-02-25T10:36:24,before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_50.txt
before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_54.txt::sequence=9,focal=Odin|conspecific=Lola|stage=before|session=1,participants=Lola%2BOdin|stage=before|session=1,Odin,Lola,C,before,non-partner,TKKAAATKKTKTKKT,15,1,2022-02-25T10:36:24,before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_54.txt
before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_59.txt::sequence=10,focal=Odin|conspecific=Lola|stage=before|session=1,participants=Lola%2BOdin|stage=before|session=1,Odin,Lola,C,before,non-partner,RA,2,1,2022-02-25T10:36:24,before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_59.txt
before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_73.txt::sequence=13,focal=Odin|conspecific=Lola|stage=before|session=1,participants=Lola%2BOdin|stage=before|session=1,Odin,Lola,C,before,non-partner,AA,2,1,2022-02-25T10:36:24,before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_73.txt
before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_79.txt::sequence=14,focal=Odin|conspecific=Lola|stage=before|session=1,participants=Lola%2BOdin|stage=before|session=1,Odin,Lola,C,before,non-partner,AA,2,1,2022-02-25T10:36:24,before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_79.txt
before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_83.txt::sequence=15,focal=Odin|conspecific=Lola|stage=before|session=1,participants=Lola%2BOdin|stage=before|session=1,Odin,Lola,C,before,non-partner,AA,2,1,2022-02-25T10:36:24,before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_83.txt
before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_84.txt::sequence=16,focal=Odin|conspecific=Lola|stage=before|session=1,participants=Lola%2BOdin|stage=before|session=1,Odin,Lola,C,before,non-partner,AAA,3,1,2022-02-25T10:36:24,before_phees_2022-02-25_10-36-24_0000044_labelled_Odin_pheeseq_84.txt
before_trills_2022-02-28_10-15-58_0000046_labelled_Nougatti_pheeseq_04.txt::sequence=1,focal=Nougatti|conspecific=Odin|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Nougatti,Odin,C,before,partner,AAAPP,5,1,2022-02-28T10:15:58,before_trills_2022-02-28_10-15-58_0000046_labelled_Nougatti_pheeseq_04.txt
before_trills_2022-02-28_10-15-58_0000046_labelled_Nougatti_pheeseq_08.txt::sequence=2,focal=Nougatti|conspecific=Odin|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Nougatti,Odin,C,before,partner,AAPP,4,1,2022-02-28T10:15:58,before_trills_2022-02-28_10-15-58_0000046_labelled_Nougatti_pheeseq_08.txt
before_trills_2022-02-28_10-15-58_0000046_labelled_Nougatti_pheeseq_14.txt::sequence=3,focal=Nougatti|conspecific=Odin|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Nougatti,Odin,C,before,partner,AAPP,4,1,2022-02-28T10:15:58,before_trills_2022-02-28_10-15-58_0000046_labelled_Nougatti_pheeseq_14.txt
before_trills_2022-02-28_10-15-58_0000046_labelled_Nougatti_pheeseq_21.txt::sequence=4,focal=Nougatti|conspecific=Odin|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Nougatti,Odin,C,before,partner,RAPP,4,1,2022-02-28T10:15:58,before_trills_2022-02-28_10-15-58_0000046_labelled_Nougatti_pheeseq_21.txt
before_trills_2022-02-28_10-15-58_0000046_labelled_Nougatti_pheeseq_66.txt::sequence=7,focal=Nougatti|conspecific=Odin|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Nougatti,Odin,C,before,partner,RAPP,4,1,2022-02-28T10:15:58,before_trills_2022-02-28_10-15-58_0000046_labelled_Nougatti_pheeseq_66.txt
before_trills_2022-02-28_10-15-58_0000046_labelled_Nougatti_pheeseq_74.txt::sequence=8,focal=Nougatti|conspecific=Odin|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Nougatti,Odin,C,before,partner,RAAP,4,1,2022-02-28T10:15:58,before_trills_2022-02-28_10-15-58_0000046_labelled_Nougatti_pheeseq_74.txt
before_trills_2022-02-28_10-15-58_0000046_labelled_Nougatti_pheeseq_80.txt::sequence=9,focal=Nougatti|conspecific=Odin|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Nougatti,Odin,C,before,partner,RAP,3,1,2022-02-28T10:15:58,before_trills_2022-02-28_10-15-58_0000046_labelled_Nougatti_pheeseq_80.txt
before_trills_2022-02-28_10-15-58_0000046_labelled_Nougatti_pheeseq_89.txt::sequence=11,focal=Nougatti|conspecific=Odin|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Nougatti,Odin,C,before,partner,AP,2,1,2022-02-28T10:15:58,before_trills_2022-02-28_10-15-58_0000046_labelled_Nougatti_pheeseq_89.txt
before_trills_2022-02-28_10-15-58_0000046_labelled_Nougatti_pheeseq_96.txt::sequence=12,focal=Nougatti|conspecific=Odin|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Nougatti,Odin,C,before,partner,AAA,3,1,2022-02-28T10:15:58,before_trills_2022-02-28_10-15-58_0000046_labelled_Nougatti_pheeseq_96.txt
before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_01.txt::sequence=1,focal=Odin|conspecific=Nougatti|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Odin,Nougatti,C,before,partner,AAA,3,1,2022-02-28T10:15:56,before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_01.txt
before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_02.txt::sequence=2,focal=Odin|conspecific=Nougatti|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Odin,Nougatti,C,before,partner,AAAPPA,6,1,2022-02-28T10:15:56,before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_02.txt
before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_04.txt::sequence=3,focal=Odin|conspecific=Nougatti|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Odin,Nougatti,C,before,partner,AKA,3,1,2022-02-28T10:15:56,before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_04.txt
before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_05.txt::sequence=4,focal=Odin|conspecific=Nougatti|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Odin,Nougatti,C,before,partner,AAAAK,5,1,2022-02-28T10:15:56,before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_05.txt
before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_08.txt::sequence=5,focal=Odin|conspecific=Nougatti|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Odin,Nougatti,C,before,partner,AAAP,4,1,2022-02-28T10:15:56,before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_08.txt
before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_11.txt::sequence=6,focal=Odin|conspecific=Nougatti|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Odin,Nougatti,C,before,partner,AA,2,1,2022-02-28T10:15:56,before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_11.txt
before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_15.txt::sequence=7,focal=Odin|conspecific=Nougatti|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Odin,Nougatti,C,before,partner,AA,2,1,2022-02-28T10:15:56,before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_15.txt
before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_20.txt::sequence=9,focal=Odin|conspecific=Nougatti|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Odin,Nougatti,C,before,partner,APAAAK,6,1,2022-02-28T10:15:56,before_phees_2022-02-28_10-15-56_0000046_labelled_Odin_pheeseq_20.txt
before_trills_2022-02-28_10-15-58_0000046_labelled_Odin_pheeseq_03.txt::sequence=12,focal=Odin|conspecific=Nougatti|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Odin,Nougatti,C,before,partner,AAPP,4,1,2022-02-28T10:15:58,before_trills_2022-02-28_10-15-58_0000046_labelled_Odin_pheeseq_03.txt
before_trills_2022-02-28_10-15-58_0000046_labelled_Odin_pheeseq_65.txt::sequence=15,focal=Odin|conspecific=Nougatti|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Odin,Nougatti,C,before,partner,RA,2,1,2022-02-28T10:15:58,before_trills_2022-02-28_10-15-58_0000046_labelled_Odin_pheeseq_65.txt
before_trills_2022-02-28_10-15-58_0000046_labelled_Odin_pheeseq_91.txt::sequence=16,focal=Odin|conspecific=Nougatti|stage=before|session=1,participants=Nougatti%2BOdin|stage=before|session=1,Odin,Nougatti,C,before,partner,RA,2,1,2022-02-28T10:15:58,before_trills_2022-02-28_10-15-58_0000046_labelled_Odin_pheeseq_91.txt
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_01.txt::sequence=1,focal=Wuschel|conspecific=Olympia|stage=before|session=1,participants=Olympia%2BWuschel|stage=before|session=1,Wuschel,Olympia,B,before,partner,AA,2,1,2022-02-28T09:34:19,before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_01.txt
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_02.txt::sequence=2,focal=Wuschel|conspecific=Olympia|stage=before|session=1,participants=Olympia%2BWuschel|stage=before|session=1,Wuschel,Olympia,B,before,partner,AA,2,1,2022-02-28T09:34:19,before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_02.txt
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_04.txt::sequence=3,focal=Wuschel|conspecific=Olympia|stage=before|session=1,participants=Olympia%2BWuschel|stage=before|session=1,Wuschel,Olympia,B,before,partner,AAKKK,5,1,2022-02-28T09:34:19,before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_04.txt
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_06.txt::sequence=5,focal=Wuschel|conspecific=Olympia|stage=before|session=1,participants=Olympia%2BWuschel|stage=before|session=1,Wuschel,Olympia,B,before,partner,AAKK,4,1,2022-02-28T09:34:19,before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_06.txt
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_07.txt::sequence=6,focal=Wuschel|conspecific=Olympia|stage=before|session=1,participants=Olympia%2BWuschel|stage=before|session=1,Wuschel,Olympia,B,before,partner,AA,2,1,2022-02-28T09:34:19,before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_07.txt
