sequence_id,repertoire_id,recording_id,individual_id,receiver_id,pair_id,stage,context,sequence,n_elements,session_number,recording_datetime,source_file
before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_08.txt::sequence=3,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,AA,2,4,2022-03-15T13:18:10,before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_08.txt
before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_08.txt::sequence=4,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,AA,2,4,2022-03-15T13:18:10,before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_08.txt
before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_09.txt::sequence=5,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,SSSAAP,6,4,2022-03-15T13:18:10,before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_09.txt
before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_09.txt::sequence=6,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,SSSAAP,6,4,2022-03-15T13:18:10,before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_09.txt
before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_11.txt::sequence=7,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,AA,2,4,2022-03-15T13:18:10,before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_11.txt
before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_11.txt::sequence=8,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,AA,2,4,2022-03-15T13:18:10,before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_11.txt
before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_12.txt::sequence=9,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,AAAA,4,4,2022-03-15T13:18:10,before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_12.txt
before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_12.txt::sequence=10,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,AAAA,4,4,2022-03-15T13:18:10,before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_12.txt
before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_14.txt::sequence=11,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,AA,2,4,2022-03-15T13:18:10,before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_14.txt
before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_14.txt::sequence=12,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,AA,2,4,2022-03-15T13:18:10,before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_14.txt
before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_16.txt::sequence=13,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,AAA,3,4,2022-03-15T13:18:10,before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_16.txt
before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_16.txt::sequence=14,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,AAA,3,4,2022-03-15T13:18:10,before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_16.txt
before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_26.txt::sequence=15,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,RA,2,4,2022-03-15T13:18:10,before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_26.txt
before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_26.txt::sequence=16,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,RA,2,4,2022-03-15T13:18:10,before_phees_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_26.txt
before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_100.txt::sequence=19,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,RA,2,4,2022-03-15T13:18:10,before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_100.txt
before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_100.txt::sequence=20,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,RA,2,4,2022-03-15T13:18:10,before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_100.txt
before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_11.txt::sequence=21,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,AA,2,4,2022-03-15T13:18:10,before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_11.txt
before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_11.txt::sequence=22,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,AA,2,4,2022-03-15T13:18:10,before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_11.txt
before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_123.txt::sequence=23,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,AA,2,4,2022-03-15T13:18:10,before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_123.txt
before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_123.txt::sequence=24,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,AA,2,4,2022-03-15T13:18:10,before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_123.txt
before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_134.txt::sequence=25,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,AA,2,4,2022-03-15T13:18:10,before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_134.txt
before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_134.txt::sequence=26,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,AA,2,4,2022-03-15T13:18:10,before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_134.txt
before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_18.txt::sequence=27,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,AA,2,4,2022-03-15T13:18:10,before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_18.txt
before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_18.txt::sequence=28,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,AA,2,4,2022-03-15T13:18:10,before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_18.txt
before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_22.txt::sequence=29,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,RA,2,4,2022-03-15T13:18:10,before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_22.txt
before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_22.txt::sequence=30,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,RA,2,4,2022-03-15T13:18:10,before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_22.txt
before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_31.txt::sequence=31,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,RA,2,4,2022-03-15T13:18:10,before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_31.txt
before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_31.txt::sequence=32,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,RA,2,4,2022-03-15T13:18:10,before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_31.txt
before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_46.txt::sequence=37,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,RA,2,4,2022-03-15T13:18:10,before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_46.txt
before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_46.txt::sequence=38,focal=Odin|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BOdin|stage=before|session=4,Odin,Nougatti,C,before,partner,RA,2,4,2022-03-15T13:18:10,before_trills_2022-03-15_13-18-10_0000060_labelled_Odin_pheeseq_46.txt
before_phees_2022-03-15_14-09-36_0000061_labelled_Olympia_pheeseq_01.txt::sequence=1,focal=Olympia|conspecific=Tabor|stage=before|session=4,participants=Olympia%2BTabor|stage=before|session=4,Olympia,Tabor,B,before,non-partner,AAP,3,4,2022-03-15T14:09:36,before_phees_2022-03-15_14-09-36_0000061_labelled_Olympia_pheeseq_01.txt
before_phees_2022-03-15_14-09-36_0000061_labelled_Olympia_pheeseq_01.txt::sequence=2,focal=Olympia|conspecific=Tabor|stage=before|session=4,participants=Olympia%2BTabor|stage=before|session=4,Olympia,Tabor,B,before,non-partner,AAP,3,4,2022-03-15T14:09:36,before_phees_2022-03-15_14-09-36_0000061_labelled_Olympia_pheeseq_01.txt
before_phees_2022-03-15_14-09-36_0000061_labelled_Olympia_pheeseq_03.txt::sequence=3,focal=Olympia|conspecific=Tabor|stage=before|session=4,participants=Olympia%2BTabor|stage=before|session=4,Olympia,Tabor,B,before,non-partner,AA,2,4,2022-03-15T14:09:36,before_phees_2022-03-15_14-09-36_0000061_labelled_Olympia_pheeseq_03.txt
before_phees_2022-03-15_14-09-36_0000061_labelled_Olympia_pheeseq_03.txt::sequence=4,focal=Olympia|conspecific=Tabor|stage=before|session=4,participants=Olympia%2BTabor|stage=before|session=4,Olympia,Tabor,B,before,non-partner,AA,2,4,2022-03-15T14:09:36,before_phees_2022-03-15_14-09-36_0000061_labelled_Olympia_pheeseq_03.txt
before_trills_2022-03-15_14-09-36_0000061_labelled_Olympia_pheeseq_07.txt::sequence=5,focal=Olympia|conspecific=Tabor|stage=before|session=4,participants=Olympia%2BTabor|stage=before|session=4,Olympia,Tabor,B,before,non-partner,RA,2,4,2022-03-15T14:09:36,before_trills_2022-03-15_14-09-36_0000061_labelled_Olympia_pheeseq_07.txt
before_trills_2022-03-15_14-09-36_0000061_labelled_Olympia_pheeseq_07.txt::sequence=6,focal=Olympia|conspecific=Tabor|stage=before|session=4,participants=Olympia%2BTabor|stage=before|session=4,Olympia,Tabor,B,before,non-partner,RA,2,4,2022-03-15T14:09:36,before_trills_2022-03-15_14-09-36_0000061_labelled_Olympia_pheeseq_07.txt
before_phees_2022-03-15_10-42-01_0000058_labelled_Tabor_pheeseq_02.txt::sequence=1,focal=Tabor|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BTabor|stage=before|session=4,Tabor,Nougatti,A,before,non-partner,AAA,3,4,2022-03-15T10:42:01,before_phees_2022-03-15_10-42-01_0000058_labelled_Tabor_pheeseq_02.txt
before_trills_2022-03-15_10-42-02_0000058_labelled_Tabor_pheeseq_18.txt::sequence=3,focal=Tabor|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BTabor|stage=before|session=4,Tabor,Nougatti,A,before,non-partner,APAA,4,4,2022-03-15T10:42:02,before_trills_2022-03-15_10-42-02_0000058_labelled_Tabor_pheeseq_18.txt
before_trills_2022-03-15_10-42-02_0000058_labelled_Tabor_pheeseq_20.txt::sequence=4,focal=Tabor|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BTabor|stage=before|session=4,Tabor,Nougatti,A,before,non-partner,AAAP,4,4,2022-03-15T10:42:02,before_trills_2022-03-15_10-42-02_0000058_labelled_Tabor_pheeseq_20.txt
before_trills_2022-03-15_10-42-02_0000058_labelled_Tabor_pheeseq_21.txt::sequence=5,focal=Tabor|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BTabor|stage=before|session=4,Tabor,Nougatti,A,before,non-partner,APPAAP,6,4,2022-03-15T10:42:02,before_trills_2022-03-15_10-42-02_0000058_labelled_Tabor_pheeseq_21.txt
before_trills_2022-03-15_10-42-02_0000058_labelled_Tabor_pheeseq_23.txt::sequence=6,focal=Tabor|conspecific=Nougatti|stage=before|session=4,participants=Nougatti%2BTabor|stage=before|session=4,Tabor,Nougatti,A,before,non-partner,APAA,4,4,2022-03-15T10:42:02,before_trills_2022-03-15_10-42-02_0000058_labelled_Tabor_pheeseq_23.txt
before_trills_2022-03-15_14-09-36_0000061_labelled_Tabor_pheeseq_15.txt::sequence=1,focal=Tabor|conspecific=Olympia|stage=before|session=4,participants=Olympia%2BTabor|stage=before|session=4,Tabor,Olympia,A,before,non-partner,PAAAP,5,4,2022-03-15T14:09:36,before_trills_2022-03-15_14-09-36_0000061_labelled_Tabor_pheeseq_15.txt
before_trills_2022-03-15_14-09-36_0000061_labelled_Tabor_pheeseq_15.txt::sequence=2,focal=Tabor|conspecific=Olympia|stage=before|session=4,participants=Olympia%2BTabor|stage=before|session=4,Tabor,Olympia,A,before,non-partner,PAAAP,5,4,2022-03-15T14:09:36,before_trills_2022-03-15_14-09-36_0000061_labelled_Tabor_pheeseq_15.txt
before_trills_2022-03-15_14-09-36_0000061_labelled_Tabor_pheeseq_16.txt::sequence=3,focal=Tabor|conspecific=Olympia|stage=before|session=4,participants=Olympia%2BTabor|stage=before|session=4,Tabor,Olympia,A,before,non-partner,AAAP,4,4,2022-03-15T14:09:36,before_trills_2022-03-15_14-09-36_0000061_labelled_Tabor_pheeseq_16.txt
before_trills_2022-03-15_14-09-36_0000061_labelled_Tabor_pheeseq_16.txt::sequence=4,focal=Tabor|conspecific=Olympia|stage=before|session=4,participants=Olympia%2BTabor|stage=before|session=4,Tabor,Olympia,A,before,non-partner,AAAP,4,4,2022-03-15T14:09:36,before_trills_2022-03-15_14-09-36_0000061_labelled_Tabor_pheeseq_16.txt
before_trills_2022-03-15_14-09-36_0000061_labelled_Tabor_pheeseq_35.txt::sequence=5,focal=Tabor|conspecific=Olympia|stage=before|session=4,participants=Olympia%2BTabor|stage=before|session=4,Tabor,Olympia,A,before,non-partner,AP,2,4,2022-03-15T14:09:36,before_trills_2022-03-15_14-09-36_0000061_labelled_Tabor_pheeseq_35.txt
before_trills_2022-03-15_14-09-36_0000061_labelled_Tabor_pheeseq_35.txt::sequence=6,focal=Tabor|conspecific=Olympia|stage=before|session=4,participants=Olympia%2BTabor|stage=before|session=4,Tabor,Olympia,A,before,non-partner,AP,2,4,2022-03-15T14:09:36,before_trills_2022-03-15_14-09-36_0000061_labelled_Tabor_pheeseq_35.txt
before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_02.txt::sequence=1,focal=Wuschel|conspecific=Lola|stage=before|session=4,participants=Lola%2BWuschel|stage=before|session=4,Wuschel,Lola,B,before,non-partner,AAAP,4,4,2022-03-15T09:35:25,before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_02.txt
before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_02.txt::sequence=2,focal=Wuschel|conspecific=Lola|stage=before|session=4,participants=Lola%2BWuschel|stage=before|session=4,Wuschel,Lola,B,before,non-partner,AAAP,4,4,2022-03-15T09:35:25,before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_02.txt
before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_04.txt::sequence=3,focal=Wuschel|conspecific=Lola|stage=before|session=4,participants=Lola%2BWuschel|stage=before|session=4,Wuschel,Lola,B,before,non-partner,AAA,3,4,2022-03-15T09:35:25,before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_04.txt
before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_04.txt::sequence=4,focal=Wuschel|conspecific=Lola|stage=before|session=4,participants=Lola%2BWuschel|stage=before|session=4,Wuschel,Lola,B,before,non-partner,AAA,3,4,2022-03-15T09:35:25,before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_04.txt
before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_05.txt::sequence=5,focal=Wuschel|conspecific=Lola|stage=before|session=4,participants=Lola%2BWuschel|stage=before|session=4,Wuschel,Lola,B,before,non-partner,RAAP,4,4,2022-03-15T09:35:25,before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_05.txt
before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_05.txt::sequence=6,focal=Wuschel|conspecific=Lola|stage=before|session=4,participants=Lola%2BWuschel|stage=before|session=4,Wuschel,Lola,B,before,non-partner,RAAP,4,4,2022-03-15T09:35:25,before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_05.txt
before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_06.txt::sequence=7,focal=Wuschel|conspecific=Lola|stage=before|session=4,participants=Lola%2BWuschel|stage=before|session=4,Wuschel,Lola,B,before,non-partner,PPAA,4,4,2022-03-15T09:35:25,before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_06.txt
before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_06.txt::sequence=8,focal=Wuschel|conspecific=Lola|stage=before|session=4,participants=Lola%2BWuschel|stage=before|session=4,Wuschel,Lola,B,before,non-partner,PPAA,4,4,2022-03-15T09:35:25,before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_06.txt
before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_13.txt::sequence=9,focal=Wuschel|conspecific=Lola|stage=before|session=4,participants=Lola%2BWuschel|stage=before|session=4,Wuschel,Lola,B,before,non-partner,SPPAA,5,4,2022-03-15T09:35:25,before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_13.txt
before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_13.txt::sequence=10,focal=Wuschel|conspecific=Lola|stage=before|session=4,participants=Lola%2BWuschel|stage=before|session=4,Wuschel,Lola,B,before,non-partner,SPPAA,5,4,2022-03-15T09:35:25,before_trills_2022-03-15_09-35-25_0000056_labelled_Wuschel_pheeseq_13.txt
before_phees_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_13.txt::sequence=1,focal=Lola|conspecific=Tabor|stage=before|session=4,participants=Lola%2BTabor|stage=before|session=4,Lola,Tabor,A,before,partner,AA,2,4,2022-03-16T14:28:55,before_phees_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_13.txt
before_phees_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_13.txt::sequence=2,focal=Lola|conspecific=Tabor|stage=before|session=4,participants=Lola%2BTabor|stage=before|session=4,Lola,Tabor,A,before,partner,AA,2,4,2022-03-16T14:28:55,before_phees_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_13.txt
before_phees_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_14.txt::sequence=3,focal=Lola|conspecific=Tabor|stage=before|session=4,participants=Lola%2BTabor|stage=before|session=4,Lola,Tabor,A,before,partner,AAA,3,4,2022-03-16T14:28:55,before_phees_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_14.txt
before_phees_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_14.txt::sequence=4,focal=Lola|conspecific=Tabor|stage=before|session=4,participants=Lola%2BTabor|stage=before|session=4,Lola,Tabor,A,before,partner,AAA,3,4,2022-03-16T14:28:55,before_phees_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_14.txt
before_trills_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_126.txt::sequence=7,focal=Lola|conspecific=Tabor|stage=before|session=4,participants=Lola%2BTabor|stage=before|session=4,Lola,Tabor,A,before,partner,RA,2,4,2022-03-16T14:28:55,before_trills_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_126.txt
before_trills_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_126.txt::sequence=8,focal=Lola|conspecific=Tabor|stage=before|session=4,participants=Lola%2BTabor|stage=before|session=4,Lola,Tabor,A,before,partner,RA,2,4,2022-03-16T14:28:55,before_trills_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_126.txt
before_trills_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_48.txt::sequence=9,focal=Lola|conspecific=Tabor|stage=before|session=4,participants=Lola%2BTabor|stage=before|session=4,Lola,Tabor,A,before,partner,RA,2,4,2022-03-16T14:28:55,before_trills_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_48.txt
before_trills_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_48.txt::sequence=10,focal=Lola|conspecific=Tabor|stage=before|session=4,participants=Lola%2BTabor|stage=before|session=4,Lola,Tabor,A,before,partner,RA,2,4,2022-03-16T14:28:55,before_trills_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_48.txt
before_trills_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_71.txt::sequence=11,focal=Lola|conspecific=Tabor|stage=before|session=4,participants=Lola%2BTabor|stage=before|session=4,Lola,Tabor,A,before,partner,RA,2,4,2022-03-16T14:28:55,before_trills_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_71.txt
before_trills_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_71.txt::sequence=12,focal=Lola|conspecific=Tabor|stage=before|session=4,participants=Lola%2BTabor|stage=before|session=4,Lola,Tabor,A,before,partner,RA,2,4,2022-03-16T14:28:55,before_trills_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_71.txt
before_trills_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_89.txt::sequence=13,focal=Lola|conspecific=Tabor|stage=before|session=4,participants=Lola%2BTabor|stage=before|session=4,Lola,Tabor,A,before,partner,RA,2,4,2022-03-16T14:28:55,before_trills_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_89.txt
before_trills_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_89.txt::sequence=14,focal=Lola|conspecific=Tabor|stage=before|session=4,participants=Lola%2BTabor|stage=before|session=4,Lola,Tabor,A,before,partner,RA,2,4,2022-03-16T14:28:55,before_trills_2022-03-16_14-28-55_0000068_labelled_Lola_pheeseq_89.txt
before_phees_2022-03-16_09-27-47_0000063_labelled_Nougatti_pheeseq_01.txt::sequence=1,focal=Nougatti|conspecific=Wuschel|stage=before|session=3,participants=Nougatti%2BWuschel|stage=before|session=3,Nougatti,Wuschel,C,before,non-partner,AAA,3,3,2022-03-16T09:27:47,before_phees_2022-03-16_09-27-47_0000063_labelled_Nougatti_pheeseq_01.txt
before_phees_2022-03-16_09-27-47_0000063_labelled_Nougatti_pheeseq_01.txt::sequence=2,focal=Nougatti|conspecific=Wuschel|stage=before|session=3,participants=Nougatti%2BWuschel|stage=before|session=3,Nougatti,Wuschel,C,before,non-partner,AAA,3,3,2022-03-16T09:27:47,before_phees_2022-03-16_09-27-47_0000063_labelled_Nougatti_pheeseq_01.txt
before_phees_2022-03-16_09-27-47_0000063_labelled_Nougatti_pheeseq_02.txt::sequence=3,focal=Nougatti|conspecific=Wuschel|stage=before|session=3,participants=Nougatti%2BWuschel|stage=before|session=3,Nougatti,Wuschel,C,before,non-partner,AAP,3,3,2022-03-16T09:27:47,before_phees_2022-03-16_09-27-47_0000063_labelled_Nougatti_pheeseq_02.txt
before_phees_2022-03-16_09-27-47_0000063_labelled_Nougatti_pheeseq_02.txt::sequence=4,focal=Nougatti|conspecific=Wuschel|stage=before|session=3,participants=Nougatti%2BWuschel|stage=before|session=3,Nougatti,Wuschel,C,before,non-partner,AAP,3,3,2022-03-16T09:27:47,before_phees_2022-03-16_09-27-47_0000063_labelled_Nougatti_pheeseq_02.txt
before_phees_2022-03-16_09-27-47_0000063_labelled_Nougatti_pheeseq_03.txt::sequence=5,focal=Nougatti|conspecific=Wuschel|stage=before|session=3,participants=Nougatti%2BWuschel|stage=before|session=3,Nougatti,Wuschel,C,before,non-partner,AAAP,4,3,2022-03-16T09:27:47,before_phees_2022-03-16_09-27-47_0000063_labelled_Nougatti_pheeseq_03.txt
before_phees_2022-03-16_09-27-47_0000063_labelled_Nougatti_pheeseq_03.txt::sequence=6,focal=Nougatti|conspecific=Wuschel|stage=before|session=3,participants=Nougatti%2BWuschel|stage=before|session=3,Nougatti,Wuschel,C,before,non-partner,AAAP,4,3,2022-03-16T09:27:47,before_phees_2022-03-16_09-27-47_0000063_labelled_Nougatti_pheeseq_03.txt
before_phees_2022-03-16_09-27-47_0000063_labelled_Nougatti_pheeseq_06.txt::sequence=9,focal=Nougatti|conspecific=Wuschel|stage=before|session=3,participants=Nougatti%2BWuschel|stage=before|session=3,Nougatti,Wuschel,C,before,non-partner,AA,2,3,2022-03-16T09:27:47,before_phees_2022-03-16_09-27-47_0000063_labelled_Nougatti_pheeseq_06.txt
before_phees_2022-03-16_09-27-47_0000063_labelled_Nougatti_pheeseq_06.txt::sequence=10,focal=Nougatti|conspecific=Wuschel|stage=before|session=3,participants=Nougatti%2BWuschel|stage=before|session=3,Nougatti,Wuschel,C,before,non-partner,AA,2,3,2022-03-16T09:27:47,before_phees_2022-03-16_09-27-47_0000063_labelled_Nougatti_pheeseq_06.txt
