file name,file type,equipment,hab_acc,period,ID_left,ID_right,day,month,year,experimenter,comments,
trills_2022-08-04_10-08-02_0000075.wav,acoustic ,USGH2,acc,after,Odin,Lola,4,8,2022,10:10,KW/KM,
phees_2022-08-04_10-49-31_0000076.wav,acoustic ,USGH1,acc,after,Tabor,Lola,4,8,2022,10:50,KW/KM,
trills_2022-08-04_10-49-33_0000076.wav,acoustic ,USGH2,acc,after,Tabor,Lola,4,8,2022,10:50,KW/KM,
phees_2022-08-08_10-34-29_0000077.wav,acoustic ,USGH1,acc,after,Wuschel,Olympia ,8,8,2022,10:35,KW/KM,
trills_2022-08-08_10-34-30_0000077.wav,acoustic ,USGH2,acc,after,Wuschel,Olympia ,8,8,2022,10:35,KW/KM,
phees_2022-08-08_11-01-43_0000078.wav,acoustic ,USGH1,acc,after,Wuschel,Lola,8,8,2022,11:00,KW/KM,
trills_2022-08-08_11-01-44_0000078.wav,acoustic ,USGH2,acc,after,Wuschel,Lola,8,8,2022,11:00,KW/KM,
phees_2022-08-08_11-24-26_0000079.wav,acoustic ,USGH1,acc,after,Odin,Lola,8,8,2022,11:25,KW/KM,
trills_2022-08-08_11-24-28_0000079.wav,acoustic ,USGH2,acc,after,Odin,Lola,8,8,2022,11:25,KW/KM,
phees_2022-08-08_13-21-22_0000080.wav,acoustic ,USGH1,acc,after,Tabor,Nougatti,8,8,2022,13:20,KW/KM,
trills_2022-08-08_13-21-24_0000080.wav,acoustic ,USGH2,acc,after,Tabor,Nougatti,8,8,2022,13:20,KW/KM,
phees_2022-08-08_13-47-33_0000081.wav,acoustic ,USGH1,acc,after,Tabor,Olympia ,8,8,2022,13:45,KW/KM,
trills_2022-08-08_13-47-34_0000081.wav,acoustic ,USGH2,acc,after,Tabor,Olympia ,8,8,2022,13:45,KW/KM,
phees_2022-08-08_14-12-29_0000082.wav,acoustic ,USGH1,acc,after,Odin,Olympia ,8,8,2022,14:15,KW/KM,
trills_2022-08-08_14-12-30_0000082.wav,acoustic ,USGH2,acc,after,Odin,Olympia ,8,8,2022,14:15,KW/KM,
phees_2022-08-08_14-38-44_0000083.wav,acoustic ,USGH1,acc,after,Odin,Nougatti,8,8,2022,14:40,KW/KM,
trills_2022-08-08_14-38-46_0000083.wav,acoustic ,USGH2,acc,after,Odin,Nougatti,8,8,2022,14:40,KW/KM,
phees_2022-08-08_15-04-09_0000084.wav,acoustic ,USGH1,acc,after,Wuschel,Nougatti,8,8,2022,15:05,KW/KM,
trills_2022-08-08_15-04-10_0000084.wav,acoustic ,USGH2,acc,after,Wuschel,Nougatti,8,8,2022,15:05,KW/KM,
