file name,file type,equipment,hab_acc,period,ID_left,ID_right,day,month,year,experimenter,comments,Unnamed: 12,file_prefix,date,time,ID,Date_Time,session_number
trills_2022-07-19_14-36-49_0000021.wav,acoustic ,USGH2,acc,after,Wuschel,Lola,19,7,2022,14:30,KW/KM,,trills,2022-07-19,14-36-49,0000021.wav,2022-07-19 14:36:49,2
phees_2022-07-20_15-39-44_0000028.wav,acoustic ,USGH1,acc,after,Tabor,Nougatti,20,7,2022,15:40,KW/KM,,phees,2022-07-20,15-39-44,0000028.wav,2022-07-20 15:39:44,2
trills_2022-07-20_15-39-45_0000028.wav,acoustic ,USGH2,acc,after,Tabor,Nougatti,20,7,2022,15:40,KW/KM,,trills,2022-07-20,15-39-45,0000028.wav,2022-07-20 15:39:45,2
phees_2022-07-21_09-36-56_0000029.wav,acoustic ,USGH1,acc,after,Odin,Lola,21,7,2022,09:35,KW/KM,,phees,2022-07-21,09-36-56,0000029.wav,2022-07-21 09:36:56,2
trills_2022-07-21_09-36-57_0000029.wav,acoustic ,USGH2,acc,after,Odin,Lola,21,7,2022,09:35,KW/KM,,trills,2022-07-21,09-36-57,0000029.wav,2022-07-21 09:36:57,2
phees_2022-07-21_10-08-55_0000030.wav,acoustic ,USGH1,acc,after,Odin,Nougatti,21,7,2022,10:10,KW/KM,,phees,2022-07-21,10-08-55,0000030.wav,2022-07-21 10:08:55,2
trills_2022-07-21_10-08-56_0000030.wav,acoustic ,USGH2,acc,after,Odin,Nougatti,21,7,2022,10:10,KW/KM,,trills,2022-07-21,10-08-56,0000030.wav,2022-07-21 10:08:56,2
trills_2022-07-21_10-47-45_0000032.wav,acoustic ,USGH2,acc,after,Wuschel,Nougatti,21,7,2022,10:45,KW/KM,,trills,2022-07-21,10-47-45,0000032.wav,2022-07-21 10:47:45,2
phees_2022-07-21_13-24-57_0000034.wav,acoustic ,USGH1,acc,after,Wuschel,Olympia ,21,7,2022,13:25,KW/KM,,phees,2022-07-21,13-24-57,0000034.wav,2022-07-21 13:24:57,1
trills_2022-07-21_13-24-59_0000034.wav,acoustic ,USGH2,acc,after,Wuschel,Olympia ,21,7,2022,13:25,KW/KM,,trills,2022-07-21,13-24-59,0000034.wav,2022-07-21 13:24:59,1
phees_2022-07-21_13-48-50_0000035.wav,acoustic ,USGH1,acc,after,Tabor,Olympia ,21,7,2022,13:50,KW/KM,,phees,2022-07-21,13-48-50,0000035.wav,2022-07-21 13:48:50,2
trills_2022-07-21_13-48-52_0000035.wav,acoustic ,USGH2,acc,after,Tabor,Olympia ,21,7,2022,13:50,KW/KM,,trills,2022-07-21,13-48-52,0000035.wav,2022-07-21 13:48:52,2
phees_2022-07-25_13-18-56_0000037.wav,acoustic ,USGH1,acc,after,Odin,Olympia ,25,7,2022,13:20,KW/KM,,phees,2022-07-25,13-18-56,0000037.wav,2022-07-25 13:18:56,2
trills_2022-07-25_13-18-57_0000037.wav,acoustic ,USGH2,acc,after,Odin,Olympia ,25,7,2022,13:20,KW/KM,,trills,2022-07-25,13-18-57,0000037.wav,2022-07-25 13:18:57,2
phees_2022-07-25_13-47-10_0000038.wav,acoustic ,USGH1,acc,after,Wuschel,Lola,25,7,2022,13:45,KW/KM,,phees,2022-07-25,13-47-10,0000038.wav,2022-07-25 13:47:10,3
trills_2022-07-25_13-47-11_0000038.wav,acoustic ,USGH2,acc,after,Wuschel,Lola,25,7,2022,13:45,KW/KM,,trills,2022-07-25,13-47-11,0000038.wav,2022-07-25 13:47:11,3
phees_2022-07-25_14-28-46_0000039.wav,acoustic ,USGH1,acc,after,Tabor,Nougatti,25,7,2022,14:30,KW/KM,,phees,2022-07-25,14-28-46,0000039.wav,2022-07-25 14:28:46,3
trills_2022-07-25_14-28-48_0000039.wav,acoustic ,USGH2,acc,after,Tabor,Nougatti,25,7,2022,14:30,KW/KM,,trills,2022-07-25,14-28-48,0000039.wav,2022-07-25 14:28:48,3
trills_2022-07-25_14-43-08_0000041.wav,acoustic ,USGH2,acc,after,Tabor,Nougatti,25,7,2022,14:30,KW/KM,,trills,2022-07-25,14-43-08,0000041.wav,2022-07-25 14:43:08,3
phees_2022-07-25_14-43-13_0000041.wav,acoustic ,USGH1,acc,after,Tabor,Nougatti,25,7,2022,14:30,KW/KM,,phees,2022-07-25,14-43-13,0000041.wav,2022-07-25 14:43:13,3
phees_2022-07-25_14-55-51_0000042.wav,acoustic ,USGH1,acc,after,Tabor,Olympia ,25,7,2022,14:55,KW/KM,,phees,2022-07-25,14-55-51,0000042.wav,2022-07-25 14:55:51,3
trills_2022-07-25_14-55-52_0000042.wav,acoustic ,USGH2,acc,after,Tabor,Olympia ,25,7,2022,14:55,KW/KM,,trills,2022-07-25,14-55-52,0000042.wav,2022-07-25 14:55:52,3
trills_2022-07-25_15-07-21_0000044.wav,acoustic ,USGH2,acc,after,Tabor,Olympia ,25,7,2022,14:55,KW/KM,,trills,2022-07-25,15-07-21,0000044.wav,2022-07-25 15:07:21,3
phees_2022-07-25_15-07-25_0000044.wav,acoustic ,USGH1,acc,after,Tabor,Olympia ,25,7,2022,14:55,KW/KM,,phees,2022-07-25,15-07-25,0000044.wav,2022-07-25 15:07:25,3
phees_2022-07-25_15-26-45_0000046.wav,acoustic ,USGH1,acc,after,Wuschel,Nougatti,25,7,2022,15:25,KW/KM,,phees,2022-07-25,15-26-45,0000046.wav,2022-07-25 15:26:45,3
trills_2022-07-25_15-26-47_0000046.wav,acoustic ,USGH2,acc,after,Wuschel,Nougatti,25,7,2022,15:25,KW/KM,,trills,2022-07-25,15-26-47,0000046.wav,2022-07-25 15:26:47,3
phees_2022-07-26_13-19-22_0000049.wav,acoustic ,USGH1,acc,after,Odin,Lola,26,7,2022,13:20,KW/KM,,phees,2022-07-26,13-19-22,0000049.wav,2022-07-26 13:19:22,3
trills_2022-07-26_13-19-23_0000049.wav,acoustic ,USGH2,acc,after,Odin,Lola,26,7,2022,13:20,KW/KM,,trills,2022-07-26,13-19-23,0000049.wav,2022-07-26 13:19:23,3
phees_2022-07-26_13-45-12_0000050.wav,acoustic ,USGH1,acc,after,Tabor,Lola,26,7,2022,13:45,KW/KM,,phees,2022-07-26,13-45-12,0000050.wav,2022-07-26 13:45:12,3
trills_2022-07-26_13-45-13_0000050.wav,acoustic ,USGH2,acc,after,Tabor,Lola,26,7,2022,13:45,KW/KM,,trills,2022-07-26,13-45-13,0000050.wav,2022-07-26 13:45:13,3
phees_2022-07-26_14-33-05_0000052.wav,acoustic ,USGH1,acc,after,Wuschel,Olympia ,26,7,2022,14:30,KW/KM,,phees,2022-07-26,14-33-05,0000052.wav,2022-07-26 14:33:05,2
trills_2022-07-26_14-33-06_0000052.wav,acoustic ,USGH2,acc,after,Wuschel,Olympia ,26,7,2022,14:30,KW/KM,,trills,2022-07-26,14-33-06,0000052.wav,2022-07-26 14:33:06,2
phees_2022-07-26_15-00-38_0000053.wav,acoustic ,USGH1,acc,after,Wuschel,Nougatti,26,7,2022,15:00,KW/KM,,phees,2022-07-26,15-00-38,0000053.wav,2022-07-26 15:00:38,4
trills_2022-07-26_15-00-39_0000053.wav,acoustic ,USGH2,acc,after,Wuschel,Nougatti,26,7,2022,15:00,KW/KM,,trills,2022-07-26,15-00-39,0000053.wav,2022-07-26 15:00:39,4
phees_2022-07-26_15-22-33_0000054.wav,acoustic ,USGH1,acc,after,Odin,Nougatti,26,7,2022,15:20,KW/KM,,phees,2022-07-26,15-22-33,0000054.wav,2022-07-26 15:22:33,3
trills_2022-07-26_15-22-35_0000054.wav,acoustic ,USGH2,acc,after,Odin,Nougatti,26,7,2022,15:20,KW/KM,,trills,2022-07-26,15-22-35,0000054.wav,2022-07-26 15:22:35,3
phees_2022-07-27_10-24-06_0000055.wav,acoustic ,USGH1,acc,after,Tabor,Nougatti,27,7,2022,10:25,KW/KM,,phees,2022-07-27,10-24-06,0000055.wav,2022-07-27 10:24:06,4
trills_2022-07-27_10-24-07_0000055.wav,acoustic ,USGH2,acc,after,Tabor,Nougatti,27,7,2022,10:25,KW/KM,,trills,2022-07-27,10-24-07,0000055.wav,2022-07-27 10:24:07,4
phees_2022-07-27_10-54-21_0000056.wav,acoustic ,USGH1,acc,after,Odin,Nougatti,27,7,2022,10:55,KW/KM,,phees,2022-07-27,10-54-21,0000056.wav,2022-07-27 10:54:21,4
trills_2022-07-27_10-54-22_0000056.wav,acoustic ,USGH2,acc,after,Odin,Nougatti,27,7,2022,10:55,KW/KM,,trills,2022-07-27,10-54-22,0000056.wav,2022-07-27 10:54:22,4
phees_2022-07-27_11-30-41_0000057.wav,acoustic ,USGH1,acc,after,Wuschel,Lola,27,7,2022,11:30,KW/KM,,phees,2022-07-27,11-30-41,0000057.wav,2022-07-27 11:30:41,4
trills_2022-07-27_11-30-42_0000057.wav,acoustic ,USGH2,acc,after,Wuschel,Lola,27,7,2022,11:30,KW/KM,,trills,2022-07-27,11-30-42,0000057.wav,2022-07-27 11:30:42,4
phees_2022-07-28_09-36-49_0000058.wav,acoustic ,USGH1,acc,after,Tabor,Olympia ,28,7,2022,09:35,KW/KM,,phees,2022-07-28,09-36-49,0000058.wav,2022-07-28 09:36:49,4
trills_2022-07-28_09-36-50_0000058.wav,acoustic ,USGH2,acc,after,Tabor,Olympia ,28,7,2022,09:35,KW/KM,,trills,2022-07-28,09-36-50,0000058.wav,2022-07-28 09:36:50,4
phees_2022-07-28_10-12-30_0000059.wav,acoustic ,USGH1,acc,after,Wuschel,Olympia ,28,7,2022,10:10,KW/KM,,phees,2022-07-28,10-12-30,0000059.wav,2022-07-28 10:12:30,3
trills_2022-07-28_10-12-31_0000059.wav,acoustic ,USGH2,acc,after,Wuschel,Olympia ,28,7,2022,10:10,KW/KM,,trills,2022-07-28,10-12-31,0000059.wav,2022-07-28 10:12:31,3
phees_2022-07-28_10-46-38_0000060.wav,acoustic ,USGH1,acc,after,Odin,Lola,28,7,2022,10:45,KW/KM,,phees,2022-07-28,10-46-38,0000060.wav,2022-07-28 10:46:38,4
trills_2022-07-28_10-46-40_0000060.wav,acoustic ,USGH2,acc,after,Odin,Lola,28,7,2022,10:45,KW/KM,,trills,2022-07-28,10-46-40,0000060.wav,2022-07-28 10:46:40,4
phees_2022-07-28_11-14-07_0000061.wav,acoustic ,USGH1,acc,after,Tabor,Lola,28,7,2022,11:15,KW/KM,,phees,2022-07-28,11-14-07,0000061.wav,2022-07-28 11:14:07,4
trills_2022-07-28_11-14-09_0000061.wav,acoustic ,USGH2,acc,after,Tabor,Lola,28,7,2022,11:15,KW/KM,,trills,2022-07-28,11-14-09,0000061.wav,2022-07-28 11:14:09,4
phees_2022-08-02_13-43-08_0000064.wav,acoustic ,USGH1,acc,after,Odin,Olympia ,2,8,2022,13:45,KW/KM,,phees,2022-08-02,13-43-08,0000064.wav,2022-08-02 13:43:08,3
trills_2022-08-02_13-43-10_0000064.wav,acoustic ,USGH2,acc,after,Odin,Olympia ,2,8,2022,13:45,KW/KM,,trills,2022-08-02,13-43-10,0000064.wav,2022-08-02 13:43:10,3
phees_2022-08-02_14-11-30_0000065.wav,acoustic ,USGH1,acc,after,Wuschel,Olympia ,2,8,2022,14:10,KW/KM,,phees,2022-08-02,14-11-30,0000065.wav,2022-08-02 14:11:30,4
trills_2022-08-02_14-11-31_0000065.wav,acoustic ,USGH2,acc,after,Wuschel,Olympia ,2,8,2022,14:10,KW/KM,,trills,2022-08-02,14-11-31,0000065.wav,2022-08-02 14:11:31,4
phees_2022-08-02_14-36-43_0000066.wav,acoustic ,USGH1,acc,after,Wuschel,Lola,2,8,2022,14:35,KW/KM,,phees,2022-08-02,14-36-43,0000066.wav,2022-08-02 14:36:43,5
trills_2022-08-02_14-36-44_0000066.wav,acoustic ,USGH2,acc,after,Wuschel,Lola,2,8,2022,14:35,KW/KM,,trills,2022-08-02,14-36-44,0000066.wav,2022-08-02 14:36:44,5
phees_2022-08-02_15-01-37_0000067.wav,acoustic ,USGH1,acc,after,Tabor,Lola,2,8,2022,15:00,KW/KM,,phees,2022-08-02,15-01-37,0000067.wav,2022-08-02 15:01:37,5
trills_2022-08-02_15-01-39_0000067.wav,acoustic ,USGH2,acc,after,Tabor,Lola,2,8,2022,15:00,KW/KM,,trills,2022-08-02,15-01-39,0000067.wav,2022-08-02 15:01:39,5
phees_2022-08-03_14-32-28_0000070.wav,acoustic ,USGH1,acc,after,Tabor,Olympia ,3,8,2022,14:30,KW/KM,,phees,2022-08-03,14-32-28,0000070.wav,2022-08-03 14:32:28,5
trills_2022-08-03_14-32-30_0000070.wav,acoustic ,USGH2,acc,after,Tabor,Olympia ,3,8,2022,14:30,KW/KM,,trills,2022-08-03,14-32-30,0000070.wav,2022-08-03 14:32:30,5
phees_2022-08-03_14-57-10_0000071.wav,acoustic ,USGH1,acc,after,Odin,Olympia ,3,8,2022,14:55,KW/KM,,phees,2022-08-03,14-57-10,0000071.wav,2022-08-03 14:57:10,4
trills_2022-08-03_14-57-11_0000071.wav,acoustic ,USGH2,acc,after,Odin,Olympia ,3,8,2022,14:55,KW/KM,,trills,2022-08-03,14-57-11,0000071.wav,2022-08-03 14:57:11,4
phees_2022-08-03_15-37-29_0000072.wav,acoustic ,USGH1,acc,after,Wuschel,Nougatti,3,8,2022,15:35,KW/KM,,phees,2022-08-03,15-37-29,0000072.wav,2022-08-03 15:37:29,5
trills_2022-08-03_15-37-31_0000072.wav,acoustic ,USGH2,acc,after,Wuschel,Nougatti,3,8,2022,15:35,KW/KM,,trills,2022-08-03,15-37-31,0000072.wav,2022-08-03 15:37:31,5
phees_2022-08-04_09-19-19_0000073.wav,acoustic ,USGH1,acc,after,Tabor,Nougatti,4,8,2022,09:20,KW/KM,,phees,2022-08-04,09-19-19,0000073.wav,2022-08-04 09:19:19,5
trills_2022-08-04_09-19-20_0000073.wav,acoustic ,USGH2,acc,after,Tabor,Nougatti,4,8,2022,09:20,KW/KM,,trills,2022-08-04,09-19-20,0000073.wav,2022-08-04 09:19:20,5
phees_2022-08-04_09-45-00_0000074.wav,acoustic ,USGH1,acc,after,Odin,Nougatti,4,8,2022,09:45,KW/KM,,phees,2022-08-04,09-45-00,0000074.wav,2022-08-04 09:45:00,5
trills_2022-08-04_09-45-02_0000074.wav,acoustic ,USGH2,acc,after,Odin,Nougatti,4,8,2022,09:45,KW/KM,,trills,2022-08-04,09-45-02,0000074.wav,2022-08-04 09:45:02,5
phees_2022-08-04_10-08-00_0000075.wav,acoustic ,USGH1,acc,after,Odin,Lola,4,8,2022,10:10,KW/KM,,phees,2022-08-04,10-08-00,0000075.wav,2022-08-04 10:08:00,5
trills_2022-08-04_10-08-02_0000075.wav,acoustic ,USGH2,acc,after,Odin,Lola,4,8,2022,10:10,KW/KM,,trills,2022-08-04,10-08-02,0000075.wav,2022-08-04 10:08:02,5
phees_2022-08-04_10-49-31_0000076.wav,acoustic ,USGH1,acc,after,Tabor,Lola,4,8,2022,10:50,KW/KM,,phees,2022-08-04,10-49-31,0000076.wav,2022-08-04 10:49:31,6
trills_2022-08-04_10-49-33_0000076.wav,acoustic ,USGH2,acc,after,Tabor,Lola,4,8,2022,10:50,KW/KM,,trills,2022-08-04,10-49-33,0000076.wav,2022-08-04 10:49:33,6
phees_2022-08-08_10-34-29_0000077.wav,acoustic ,USGH1,acc,after,Wuschel,Olympia ,8,8,2022,10:35,KW/KM,,phees,2022-08-08,10-34-29,0000077.wav,2022-08-08 10:34:29,5
trills_2022-08-08_10-34-30_0000077.wav,acoustic ,USGH2,acc,after,Wuschel,Olympia ,8,8,2022,10:35,KW/KM,,trills,2022-08-08,10-34-30,0000077.wav,2022-08-08 10:34:30,5
phees_2022-08-08_11-01-43_0000078.wav,acoustic ,USGH1,acc,after,Wuschel,Lola,8,8,2022,11:00,KW/KM,,phees,2022-08-08,11-01-43,0000078.wav,2022-08-08 11:01:43,6
trills_2022-08-08_11-01-44_0000078.wav,acoustic ,USGH2,acc,after,Wuschel,Lola,8,8,2022,11:00,KW/KM,,trills,2022-08-08,11-01-44,0000078.wav,2022-08-08 11:01:44,6
phees_2022-08-08_11-24-26_0000079.wav,acoustic ,USGH1,acc,after,Odin,Lola,8,8,2022,11:25,KW/KM,,phees,2022-08-08,11-24-26,0000079.wav,2022-08-08 11:24:26,6
trills_2022-08-08_11-24-28_0000079.wav,acoustic ,USGH2,acc,after,Odin,Lola,8,8,2022,11:25,KW/KM,,trills,2022-08-08,11-24-28,0000079.wav,2022-08-08 11:24:28,6
phees_2022-08-08_13-21-22_0000080.wav,acoustic ,USGH1,acc,after,Tabor,Nougatti,8,8,2022,13:20,KW/KM,,phees,2022-08-08,13-21-22,0000080.wav,2022-08-08 13:21:22,6
trills_2022-08-08_13-21-24_0000080.wav,acoustic ,USGH2,acc,after,Tabor,Nougatti,8,8,2022,13:20,KW/KM,,trills,2022-08-08,13-21-24,0000080.wav,2022-08-08 13:21:24,6
phees_2022-08-08_13-47-33_0000081.wav,acoustic ,USGH1,acc,after,Tabor,Olympia ,8,8,2022,13:45,KW/KM,,phees,2022-08-08,13-47-33,0000081.wav,2022-08-08 13:47:33,6
trills_2022-08-08_13-47-34_0000081.wav,acoustic ,USGH2,acc,after,Tabor,Olympia ,8,8,2022,13:45,KW/KM,,trills,2022-08-08,13-47-34,0000081.wav,2022-08-08 13:47:34,6
phees_2022-08-08_14-12-29_0000082.wav,acoustic ,USGH1,acc,after,Odin,Olympia ,8,8,2022,14:15,KW/KM,,phees,2022-08-08,14-12-29,0000082.wav,2022-08-08 14:12:29,5
trills_2022-08-08_14-12-30_0000082.wav,acoustic ,USGH2,acc,after,Odin,Olympia ,8,8,2022,14:15,KW/KM,,trills,2022-08-08,14-12-30,0000082.wav,2022-08-08 14:12:30,5
phees_2022-08-08_14-38-44_0000083.wav,acoustic ,USGH1,acc,after,Odin,Nougatti,8,8,2022,14:40,KW/KM,,phees,2022-08-08,14-38-44,0000083.wav,2022-08-08 14:38:44,6
trills_2022-08-08_14-38-46_0000083.wav,acoustic ,USGH2,acc,after,Odin,Nougatti,8,8,2022,14:40,KW/KM,,trills,2022-08-08,14-38-46,0000083.wav,2022-08-08 14:38:46,6
phees_2022-08-08_15-04-09_0000084.wav,acoustic ,USGH1,acc,after,Wuschel,Nougatti,8,8,2022,15:05,KW/KM,,phees,2022-08-08,15-04-09,0000084.wav,2022-08-08 15:04:09,6
trills_2022-08-08_15-04-10_0000084.wav,acoustic ,USGH2,acc,after,Wuschel,Nougatti,8,8,2022,15:05,KW/KM,,trills,2022-08-08,15-04-10,0000084.wav,2022-08-08 15:04:10,6
Acc.session2.Odin.Lola.AudioCAM.08.03.22.part1,acoustic,AudioCam,acc,before,Odin,Lola,8,3,2022,AT/MM,Audio files lost due to Avisoft error,,Acc.session2.Odin.Lola.AudioCAM.08.03.22.part1,2022-03-08,,,,2
Acc.session2.Odin.Lola.AudioCAM.08.03.22.part2,acoustic,AudioCam,acc,before,Odin,Lola,8,3,2022,AT/MM,Audio files lost due to Avisoft error,,Acc.session2.Odin.Lola.AudioCAM.08.03.22.part2,2022-03-08,,,,2
