analysis_variant,contrast,estimand_definition,pairs_in_summary,contains_model_extrapolation,partner_median,partner_lower_95,partner_upper_95,nonpartner_median,nonpartner_lower_95,nonpartner_upper_95,estimate_median,estimate_mean,lower_95,upper_95,Pr_nonpartner_lower_distance,Pr_nonpartner_higher_distance,posterior_two_sided_tail_probability,interpretation
all three pairs,Non-partner - Partner,expected after-stage z-distance in Non-partner minus Partner; equal weight across included pairs and four metrics,3,TRUE,0.4449753258921342,-0.4301233664648463,1.257549599571798,-0.5383261203285508,-0.7778993170918269,-0.2966767248221823,-0.9791322840310304,-0.9732700337246172,-1.8190631998007438,-0.09681925290165937,0.98075,0.01925,0.0385,Negative values indicate lower between-individual sequence distance in the Non-partner context after pairing; this is not a direct measure of within-individual variability.
