analysis_variant,contrast,estimand_definition,pairs_in_summary,contains_model_extrapolation,partner_median,partner_lower_95,partner_upper_95,nonpartner_median,nonpartner_lower_95,nonpartner_upper_95,estimate_median,estimate_mean,lower_95,upper_95,Pr_nonpartner_lower_distance,Pr_nonpartner_higher_distance,posterior_two_sided_tail_probability,interpretation
two-pair common support,Non-partner - Partner,expected after-stage z-distance in Non-partner minus Partner; equal weight across included pairs and four metrics,2,FALSE,0.281827732060943,-0.31952027362956226,0.870466504790493,-0.6761771788426078,-0.977318099565573,-0.3723624095985944,-0.9563485204570545,-0.9555042388406856,-1.5920743102422998,-0.2970195700455995,0.99775,0.00225,0.0045,Negative values indicate lower between-individual sequence distance in the Non-partner context after pairing; this is not a direct measure of within-individual variability.
