pair,context,stage,individual_1,conspecific_1,session_number_1,session_1_id,individual_2,conspecific_2,session_number_2,session_2_id,comparison_id,group_id_1,group_id_2,n_seq_1,n_seq_2,metric,distance,z_distance,distance_01
Tabor-Lola,Non-partner,before,Tabor,Olympia,4,Tabor__Olympia__before__4,Lola,Wuschel,3,Lola__Wuschel__before__3,Lola__Wuschel__before__3||Tabor__Olympia__before__4,89,14,6,5,local_alignment,1.658765196800232,1.6448753827156888,0.6877178903922501
Tabor-Lola,Non-partner,before,Tabor,Olympia,4,Tabor__Olympia__before__4,Lola,Wuschel,4,Lola__Wuschel__before__4,Lola__Wuschel__before__4||Tabor__Olympia__before__4,89,15,6,12,transition_matrix,1.7712109088897705,1.2402056931517054,0.7729297801706985
Tabor-Lola,Non-partner,before,Tabor,Olympia,4,Tabor__Olympia__before__4,Lola,Wuschel,4,Lola__Wuschel__before__4,Lola__Wuschel__before__4||Tabor__Olympia__before__4,89,15,6,12,bigram,0.35353130102157593,0.15102583692785476,0.38181514832827174
Tabor-Lola,Non-partner,before,Tabor,Olympia,4,Tabor__Olympia__before__4,Lola,Wuschel,4,Lola__Wuschel__before__4,Lola__Wuschel__before__4||Tabor__Olympia__before__4,89,15,6,12,repeat_A_len,1.413966178894043,3.3352438984682444,1
Tabor-Lola,Non-partner,before,Tabor,Olympia,4,Tabor__Olympia__before__4,Lola,Wuschel,4,Lola__Wuschel__before__4,Lola__Wuschel__before__4||Tabor__Olympia__before__4,89,15,6,12,local_alignment,1.4346100091934204,0.8896735905138738,0.5475082145339649
Tabor-Lola,Non-partner,before,Tabor,Olympia,5,Tabor__Olympia__before__5,Lola,Wuschel,3,Lola__Wuschel__before__3,Lola__Wuschel__before__3||Tabor__Olympia__before__5,90,14,13,5,transition_matrix,1.1871381998062134,0.13660183909435503,0.5054882279750728
Tabor-Lola,Non-partner,before,Tabor,Olympia,5,Tabor__Olympia__before__5,Lola,Wuschel,3,Lola__Wuschel__before__3,Lola__Wuschel__before__3||Tabor__Olympia__before__5,90,14,13,5,bigram,0.6492846608161926,1.8886046118246589,0.7538434823679638
Tabor-Lola,Non-partner,before,Tabor,Olympia,5,Tabor__Olympia__before__5,Lola,Wuschel,3,Lola__Wuschel__before__3,Lola__Wuschel__before__3||Tabor__Olympia__before__5,90,14,13,5,repeat_A_len,1.2251057624816895,2.667230858160882,0.8664321542965944
Tabor-Lola,Non-partner,before,Tabor,Olympia,5,Tabor__Olympia__before__5,Lola,Wuschel,3,Lola__Wuschel__before__3,Lola__Wuschel__before__3||Tabor__Olympia__before__5,90,14,13,5,local_alignment,1.8322184085845947,2.2292570238512215,0.796213343299292
Tabor-Lola,Non-partner,before,Tabor,Olympia,5,Tabor__Olympia__before__5,Lola,Wuschel,4,Lola__Wuschel__before__4,Lola__Wuschel__before__4||Tabor__Olympia__before__5,90,15,13,12,transition_matrix,1.0022649765014648,-0.21271563213496358,0.42083646967325283
Tabor-Lola,Non-partner,before,Tabor,Olympia,5,Tabor__Olympia__before__5,Lola,Wuschel,4,Lola__Wuschel__before__4,Lola__Wuschel__before__4||Tabor__Olympia__before__5,90,15,13,12,bigram,0.14743435382843018,-1.0598130906925234,0.12256567110110539
Tabor-Lola,Non-partner,before,Tabor,Olympia,5,Tabor__Olympia__before__5,Lola,Wuschel,4,Lola__Wuschel__before__4,Lola__Wuschel__before__4||Tabor__Olympia__before__5,90,15,13,12,repeat_A_len,1.2258390188217163,2.6698244392104784,0.8669507355405959
Tabor-Lola,Non-partner,before,Tabor,Olympia,5,Tabor__Olympia__before__5,Lola,Wuschel,4,Lola__Wuschel__before__4,Lola__Wuschel__before__4||Tabor__Olympia__before__5,90,15,13,12,local_alignment,1.3455733060836792,0.5896998157459943,0.4918155160254436
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,2,Lola__Odin__after__2,Lola__Odin__after__2||Tabor__Nougatti__after__2,77,0,20,6,transition_matrix,0.7524462938308716,-0.684747378736148,0.30644677944834653
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,2,Lola__Odin__after__2,Lola__Odin__after__2||Tabor__Nougatti__after__2,77,0,20,6,bigram,0.2794583737850189,-0.28415956975728535,0.2886387673857306
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,2,Lola__Odin__after__2,Lola__Odin__after__2||Tabor__Nougatti__after__2,77,0,20,6,repeat_A_len,0.7293117642402649,0.913571396729484,0.5157915197170474
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,2,Lola__Odin__after__2,Lola__Odin__after__2||Tabor__Nougatti__after__2,77,0,20,6,local_alignment,1.0853474140167236,-0.2870278752990156,0.32904351700911477
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,3,Lola__Odin__after__3,Lola__Odin__after__3||Tabor__Nougatti__after__2,77,1,20,30,transition_matrix,0.5398021936416626,-1.0865378491034186,0.20907899058336737
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,3,Lola__Odin__after__3,Lola__Odin__after__3||Tabor__Nougatti__after__2,77,1,20,30,bigram,0.3373034596443176,0.05568574422663438,0.361402136632194
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,3,Lola__Odin__after__3,Lola__Odin__after__3||Tabor__Nougatti__after__2,77,1,20,30,repeat_A_len,0.5824331641197205,0.39405109657093584,0.41191449471251157
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,3,Lola__Odin__after__3,Lola__Odin__after__3||Tabor__Nougatti__after__2,77,1,20,30,local_alignment,0.9886123538017273,-0.6129382038668286,0.26853547531851873
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,4,Lola__Odin__after__4,Lola__Odin__after__4||Tabor__Nougatti__after__2,77,2,20,17,transition_matrix,0.4616166651248932,-1.2342692004586375,0.17327855207534457
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,4,Lola__Odin__after__4,Lola__Odin__after__4||Tabor__Nougatti__after__2,77,2,20,17,bigram,0.2323441356420517,-0.5609601452418833,0.22937373811252312
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,4,Lola__Odin__after__4,Lola__Odin__after__4||Tabor__Nougatti__after__2,77,2,20,17,repeat_A_len,0.41133376955986023,-0.2111399165904916,0.29090778527785704
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,4,Lola__Odin__after__4,Lola__Odin__after__4||Tabor__Nougatti__after__2,77,2,20,17,local_alignment,0.8145308494567871,-1.1994366270087962,0.15964702371622788
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,5,Lola__Odin__after__5,Lola__Odin__after__5||Tabor__Nougatti__after__2,77,3,20,7,transition_matrix,0.7046966552734375,-0.7749701957284258,0.2845826566191572
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,5,Lola__Odin__after__5,Lola__Odin__after__5||Tabor__Nougatti__after__2,77,3,20,7,bigram,0.3555985987186432,0.16317140512126976,0.3844156033788521
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,5,Lola__Odin__after__5,Lola__Odin__after__5||Tabor__Nougatti__after__2,77,3,20,7,repeat_A_len,0.5157278776168823,0.158109642624105,0.36473848194888747
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,5,Lola__Odin__after__5,Lola__Odin__after__5||Tabor__Nougatti__after__2,77,3,20,7,local_alignment,0.9533035159111023,-0.7318972961825357,0.24644970175943812
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,6,Lola__Odin__after__6,Lola__Odin__after__6||Tabor__Nougatti__after__2,77,4,20,20,transition_matrix,0.3982369899749756,-1.3540249306554843,0.1442575784257718
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,6,Lola__Odin__after__6,Lola__Odin__after__6||Tabor__Nougatti__after__2,77,4,20,20,bigram,0.10790517181158066,-1.292050748818226,0.07284188861595385
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,6,Lola__Odin__after__6,Lola__Odin__after__6||Tabor__Nougatti__after__2,77,4,20,20,repeat_A_len,0.777055025100708,1.0824427857024779,0.5495570097076116
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Odin,6,Lola__Odin__after__6,Lola__Odin__after__6||Tabor__Nougatti__after__2,77,4,20,20,local_alignment,0.9739592671394348,-0.6623059540705964,0.2593699299961986
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Wuschel,2,Lola__Wuschel__after__2,Lola__Wuschel__after__2||Tabor__Nougatti__after__2,77,9,20,26,transition_matrix,0.3281632661819458,-1.4864290482309808,0.11217146111900615
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Wuschel,2,Lola__Wuschel__after__2,Lola__Wuschel__after__2||Tabor__Nougatti__after__2,77,9,20,26,bigram,0.2849380671977997,-0.2519658561386075,0.2955316771157191
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Wuschel,2,Lola__Wuschel__after__2,Lola__Wuschel__after__2||Tabor__Nougatti__after__2,77,9,20,26,repeat_A_len,0.5130836963653564,0.14875698106320423,0.36286843633464655
