pair,stage,session_focal,session_partner,metric,distance,z_distance,distance_01
Tabor-Lola,before,5.0,3.0,transition_matrix,1.08575585860683,-0.26112035441021203,0.5122087671828098
Tabor-Lola,before,5.0,3.0,bigram,0.667435405419791,3.0980736852058173,1.0
Tabor-Lola,before,5.0,3.0,repeat_A_len,1.142257887441036,3.210755115490219,0.9994649504163584
Tabor-Lola,before,5.0,4.0,local_alignment,-2.634227980318568,0.9583828215107841,0.39366705108427275
Tabor-Lola,before,5.0,4.0,transition_matrix,0.83820699051539,-0.7567526810057261,0.388082549268303
Tabor-Lola,before,5.0,4.0,bigram,0.3405984191221392,0.4731272092897375,0.4666134305287429
Tabor-Lola,before,5.0,4.0,repeat_A_len,0.9733194047700164,2.496225600775443,0.8516439231581033
Tabor-Lola,before,5.0,6.0,local_alignment,-2.772794147668141,0.022094691187748944,0.23099932427015532
Tabor-Lola,before,5.0,6.0,transition_matrix,1.4210434192724386,0.4101788320996875,0.6803290140660632
Tabor-Lola,before,5.0,6.0,bigram,0.2567133601555464,-0.2005841488116948,0.32971593817658523
Tabor-Lola,before,5.0,6.0,repeat_A_len,1.0426180374317107,2.789325891385855,0.9122801672256687
Tabor-Lola,before,6.0,1.0,local_alignment,-2.843155679868941,-0.4533364237160303,0.14839943197907549
Tabor-Lola,before,6.0,1.0,transition_matrix,1.647003947582233,0.8625878583593696,0.793630383582721
Tabor-Lola,before,6.0,1.0,bigram,0.44611589521209855,1.3205763616866246,0.6388142736109054
Tabor-Lola,before,6.0,1.0,repeat_A_len,0.6134387000884173,0.9741012084775466,0.5367486156155759
Tabor-Lola,before,6.0,3.0,local_alignment,-2.7814457834478823,-0.03636419559097088,0.22084286290275837
Tabor-Lola,before,6.0,3.0,transition_matrix,1.6746446992865485,0.9179290529351348,0.8074900388331071
Tabor-Lola,before,6.0,3.0,bigram,0.4660396540591426,1.480591301136964,0.6713291535906128
Tabor-Lola,before,6.0,3.0,repeat_A_len,0.6128285806036592,0.9715206929403544,0.5362147615903633
Tabor-Lola,before,6.0,4.0,local_alignment,-2.551670798363009,1.5162196370655106,0.4905838481478069
Tabor-Lola,before,6.0,4.0,transition_matrix,1.8808783120988737,1.3308416472379876,0.9108999173051949
Tabor-Lola,before,6.0,4.0,bigram,0.4246399328155595,1.1480951120940157,0.6037662515417275
Tabor-Lola,before,6.0,4.0,repeat_A_len,0.4593229039324815,0.32226461508500653,0.401897426328777
Tabor-Lola,before,6.0,6.0,local_alignment,-2.843155679868941,-0.4533364237160303,0.14839943197907549
Tabor-Lola,before,6.0,6.0,transition_matrix,1.4780000388262364,0.524215071013278,0.7088882630940042
Tabor-Lola,before,6.0,6.0,bigram,0.1804116745913854,-0.8133906824201594,0.20519424689260593
Tabor-Lola,before,6.0,6.0,repeat_A_len,0.519625973714729,0.5773179487368073,0.45466256060192395
Tabor-Lola,after,2.0,2.0,local_alignment,-2.6271848425848163,1.0059731271855157,0.401935239681117
Tabor-Lola,after,2.0,2.0,transition_matrix,1.4681648116610173,0.5045233771668236,0.7039566729810665
Tabor-Lola,after,2.0,2.0,bigram,0.3349261949838376,0.42757151826742107,0.45735655844497747
Tabor-Lola,after,2.0,2.0,repeat_A_len,0.45282758534601325,0.2947925035558365,0.39621402814358614
Tabor-Lola,after,2.0,3.0,local_alignment,-2.580303282927039,1.322750654327992,0.45697116139923755
Tabor-Lola,after,2.0,3.0,transition_matrix,1.4853331943699948,0.5388972183058974,0.7125652617813474
Tabor-Lola,after,2.0,3.0,bigram,0.32428942710649766,0.3421437743910501,0.43999772402227383
Tabor-Lola,after,2.0,3.0,repeat_A_len,0.5208463452830588,0.5824795406411725,0.4557303846761971
Tabor-Lola,after,2.0,4.0,local_alignment,-2.6357533101602306,0.948076205885246,0.3918764124115655
Tabor-Lola,after,2.0,4.0,transition_matrix,1.53690919967269,0.6421606090931864,0.7384265574629636
Tabor-Lola,after,2.0,4.0,bigram,0.3349291757138577,0.42759545759219164,0.4573614228924746
Tabor-Lola,after,2.0,4.0,repeat_A_len,0.39525497354763206,0.05128770986553345,0.3458380422614935
Tabor-Lola,after,2.0,5.0,local_alignment,-2.5604401368250453,1.4569654362036502,0.4802892114369256
Tabor-Lola,after,2.0,5.0,transition_matrix,1.5506144567788605,0.6696007202861481,0.7452986621235531
Tabor-Lola,after,2.0,5.0,bigram,0.3615527857068196,0.6414193335826046,0.5008102264136097
Tabor-Lola,after,2.0,5.0,repeat_A_len,0.49498303053025394,0.4730900075575577,0.4331000064780683
Tabor-Lola,after,2.0,6.0,local_alignment,-2.5882169126394676,1.2692784561049852,0.447681071467531
Tabor-Lola,after,2.0,6.0,transition_matrix,1.5212511656945358,0.6108107270665089,0.7305752893369174
Tabor-Lola,after,2.0,6.0,bigram,0.2674560398676452,-0.11430578854530805,0.3472476170219731
Tabor-Lola,after,2.0,6.0,repeat_A_len,0.5144909317228792,0.5555991609007555,0.45016940326886284
Tabor-Lola,after,3.0,2.0,local_alignment,-2.9034941689257465,-0.8610420865492276,0.07756594468554596
Tabor-Lola,after,3.0,2.0,transition_matrix,1.7527540947715885,1.0743165238684274,0.8466557353676805
Tabor-Lola,after,3.0,2.0,bigram,0.3600010044671429,0.6289564151637803,0.49827777351904284
Tabor-Lola,after,3.0,2.0,repeat_A_len,0.3836235950624139,0.002092505237757335,0.335660596075578
Tabor-Lola,after,3.0,3.0,local_alignment,-2.969567605140952,-1.3074986440282554,0.0
Tabor-Lola,after,3.0,3.0,transition_matrix,1.750913330794208,1.0706310207196699,0.8457327375275081
Tabor-Lola,after,3.0,3.0,bigram,0.3213515216411459,0.3185483891648917,0.435203164705882
Tabor-Lola,after,3.0,3.0,repeat_A_len,0.47195902314084137,0.3757093955937183,0.4129540197846028
Tabor-Lola,after,3.0,4.0,local_alignment,-2.9177075099694916,-0.957081276822269,0.06088040071587702
Tabor-Lola,after,3.0,4.0,transition_matrix,1.7549292071712959,1.078671445898915,0.8477463825509869
Tabor-Lola,after,3.0,4.0,bigram,0.3309190147738362,0.39538839942962684,0.45081698001575027
Tabor-Lola,after,3.0,4.0,repeat_A_len,0.33215898834203955,-0.21557832904163707,0.2906291093913848
Tabor-Lola,after,3.0,5.0,local_alignment,-2.9211610037247393,-0.9804164478314074,0.05682622219973413
Tabor-Lola,after,3.0,5.0,transition_matrix,1.771160706612436,1.1111694972702282,0.855885198342162
Tabor-Lola,after,3.0,5.0,bigram,0.35764126993122447,0.610004530542878,0.4944267690068726
Tabor-Lola,after,3.0,5.0,repeat_A_len,0.41850709677052367,0.14963314342133624,0.36618363011335475
Tabor-Lola,after,3.0,6.0,local_alignment,-2.9390617736004168,-1.101371502581232,0.03581187504994945
Tabor-Lola,after,3.0,6.0,transition_matrix,1.7505344425607228,1.0698724260303476,0.8455427549846776
Tabor-Lola,after,3.0,6.0,bigram,0.275028341762482,-0.053489883348695914,0.35960534977566266
Tabor-Lola,after,3.0,6.0,repeat_A_len,0.4505076499126562,0.28498027893325445,0.39418408663168397
Tabor-Lola,after,4.0,2.0,local_alignment,-2.8823130281163634,-0.7179216473694726,0.1024312353455659
Tabor-Lola,after,4.0,2.0,transition_matrix,0.21159548697726094,-2.0113288774737206,0.0738863397054277
Tabor-Lola,after,4.0,2.0,bigram,0.12692145637326782,-1.2429900414099613,0.11790007520529446
Tabor-Lola,after,4.0,2.0,repeat_A_len,0.5653789932332304,0.7708314828730919,0.4946964133894041
Tabor-Lola,after,4.0,3.0,local_alignment,-2.926197226450407,-1.0144460789448233,0.05091402214265076
Tabor-Lola,after,4.0,3.0,transition_matrix,0.13936973010742854,-2.155936365253847,0.037670823531249654
Tabor-Lola,after,4.0,3.0,bigram,0.10818292517806097,-1.3934859873611527,0.08731944544132052
Tabor-Lola,after,4.0,3.0,repeat_A_len,0.6566401157030676,1.1568226704326605,0.5745498171784209
Tabor-Lola,after,4.0,4.0,local_alignment,-2.9058080845554453,-0.8766771566395354,0.07484955725330086
Tabor-Lola,after,4.0,4.0,transition_matrix,0.19226096869090387,-2.050039667612866,0.06419160488968259
Tabor-Lola,after,4.0,4.0,bigram,0.10748874305437238,-1.3990612159785185,0.086186564411738
Tabor-Lola,after,4.0,4.0,repeat_A_len,0.518138023365516,0.5710246257228128,0.45336060532416605
Tabor-Lola,after,4.0,5.0,local_alignment,-2.9154680831502198,-0.9419495257627076,0.06350934309788364
Tabor-Lola,after,4.0,5.0,transition_matrix,0.2970584093603497,-1.840218472546578,0.11673924955357697
Tabor-Lola,after,4.0,5.0,bigram,0.13720998960759345,-1.1603590963577592,0.13469060282859788
Tabor-Lola,after,4.0,5.0,repeat_A_len,0.5960458653824268,0.9005377814507594,0.5215299001842363
Tabor-Lola,after,4.0,6.0,local_alignment,-2.9066128585147624,-0.8821149941731431,0.07390480462670154
Tabor-Lola,after,4.0,6.0,transition_matrix,0.2147460913763302,-2.0050208648355214,0.07546611912924966
Tabor-Lola,after,4.0,6.0,bigram,0.05467722026030463,-1.8232097256572894,0.0
Tabor-Lola,after,4.0,6.0,repeat_A_len,0.6312472478737893,1.0494229043142262,0.5523310796343733
Tabor-Lola,after,5.0,2.0,local_alignment,-2.8776640373967126,-0.6865085332446533,0.10788885004914417
Tabor-Lola,after,5.0,2.0,transition_matrix,0.1620632411207591,-2.110500335798833,0.049049828068832256
Tabor-Lola,after,5.0,2.0,bigram,0.1480973821370641,-1.0729184949255757,0.15245844794785474
Tabor-Lola,after,5.0,2.0,repeat_A_len,0.48452069838242506,0.42883931349319476,0.42394547483342937
Tabor-Lola,after,5.0,3.0,local_alignment,-2.9040070824867463,-0.8645078306643428,0.07696381730758735
Tabor-Lola,after,5.0,3.0,transition_matrix,0.2340207816189354,-1.9664298599846266,0.08513085490337767
Tabor-Lola,after,5.0,3.0,bigram,0.13537172168297415,-1.1751228933355118,0.1316906136499289
Tabor-Lola,after,5.0,3.0,repeat_A_len,0.5714136499188462,0.7963552134338795,0.49997673280695065
Tabor-Lola,after,5.0,4.0,local_alignment,-2.883770476135668,-0.7277695872175535,0.10072028554602419
Tabor-Lola,after,5.0,4.0,transition_matrix,0.42569210710453137,-1.582673288102499,0.18123889570605
Tabor-Lola,after,5.0,4.0,bigram,0.14557700422479275,-1.0931605648141052,0.14834527904483083
Tabor-Lola,after,5.0,4.0,repeat_A_len,0.4317215472595288,0.20552399046722974,0.37774626294309294
Tabor-Lola,after,5.0,5.0,local_alignment,-2.903758862732615,-0.8628306159881326,0.07725521125985742
Tabor-Lola,after,5.0,5.0,transition_matrix,0.4151137123752514,-1.603852921973344,0.17593466571915606
Tabor-Lola,after,5.0,5.0,bigram,0.16952538780155127,-0.9008224032559484,0.18742820630189444
Tabor-Lola,after,5.0,5.0,repeat_A_len,0.5202795566670038,0.5800822940909928,0.45523444512388855
Tabor-Lola,after,5.0,6.0,local_alignment,-2.903843494989692,-0.8634024740344322,0.07715585845868518
Tabor-Lola,after,5.0,6.0,transition_matrix,0.37387326197098375,-1.6864228829725754,0.15525583501700282
Tabor-Lola,after,5.0,6.0,bigram,0.08672960678571258,-1.5657853747365318,0.0523083775977068
Tabor-Lola,after,5.0,6.0,repeat_A_len,0.5514503571748738,0.7119199701966286,0.48250886879980276
Tabor-Lola,after,6.0,2.0,local_alignment,-2.8785827457501036,-0.6927162226320533,0.10681034580593851
Tabor-Lola,after,6.0,2.0,transition_matrix,0.27260982660935174,-1.889168435615543,0.10448021507021077
Tabor-Lola,after,6.0,2.0,bigram,0.24009912085463356,-0.3340191354604839,0.30260207874019346
Tabor-Lola,after,6.0,2.0,repeat_A_len,0.35957945850546036,-0.09960276841538392,0.314621997236568
Tabor-Lola,after,6.0,3.0,local_alignment,-2.926817117498768,-1.0186346672689088,0.05018631010703616
Tabor-Lola,after,6.0,3.0,transition_matrix,0.27978766387287785,-1.8747972602986303,0.1080793338995411
Tabor-Lola,after,6.0,3.0,bigram,0.20865016310826556,-0.5865971308174172,0.25127847587688357
Tabor-Lola,after,6.0,3.0,repeat_A_len,0.4447615275240547,0.2606769113588311,0.38915623447624115
Tabor-Lola,after,6.0,4.0,local_alignment,-2.905128221925046,-0.8720833418341701,0.07564767205107789
Tabor-Lola,after,6.0,4.0,transition_matrix,0.4409669385499877,-1.552090638680449,0.18889801800874514
Tabor-Lola,after,6.0,4.0,bigram,0.22269347486259028,-0.47381019651942957,0.2741966711689947
Tabor-Lola,after,6.0,4.0,repeat_A_len,0.30645507763171875,-0.3242936587624719,0.2681382095935386
Tabor-Lola,after,6.0,5.0,local_alignment,-2.9164396447034804,-0.9485143429009434,0.06236879261321741
Tabor-Lola,after,6.0,5.0,transition_matrix,0.5070186069040691,-1.419844661091264,0.22201771612308668
Tabor-Lola,after,6.0,5.0,bigram,0.25181225421076353,-0.23994670971272097,0.3217175041066964
Tabor-Lola,after,6.0,5.0,repeat_A_len,0.39621984936728705,0.055368676145553006,0.3466823077750876
Tabor-Lola,after,6.0,6.0,local_alignment,-2.91524923566462,-0.9404707787710184,0.06376625590482941
Tabor-Lola,after,6.0,6.0,transition_matrix,0.44762511761260276,-1.5387599019853635,0.19223656926778254
Tabor-Lola,after,6.0,6.0,bigram,0.1726991399754762,-0.8753328475029523,0.1926076592260506
Tabor-Lola,after,6.0,6.0,repeat_A_len,0.4259310763682924,0.1810330497977659,0.3726796058859296
Odin-Nougatti,before,1.0,1.0,local_alignment,-2.8314891139862555,-0.37450572956806344,0.16209522647323882
Odin-Nougatti,before,1.0,1.0,transition_matrix,1.3275340683023429,0.22295819345541956,0.6334414553991787
Odin-Nougatti,before,1.0,1.0,bigram,0.30036035902255587,0.149960742567059,0.40094631897623
Odin-Nougatti,before,1.0,1.0,repeat_A_len,0.21657041770043475,-0.7044630637764335,0.18948920934369448
Odin-Nougatti,before,1.0,2.0,local_alignment,-2.8198538725766698,-0.2958866941021038,0.17575424806005932
Odin-Nougatti,before,1.0,2.0,transition_matrix,1.2717178045542346,0.11120512879133444,0.6054540047976591
Odin-Nougatti,before,1.0,2.0,bigram,0.19415802001473173,-0.7029887925224331,0.2276278034835611
Odin-Nougatti,before,1.0,2.0,repeat_A_len,0.284177932111524,-0.4185153998726505,0.24864572639425792
Odin-Nougatti,before,1.0,3.0,local_alignment,-2.8675428623124493,-0.618120006105772,0.11977045560363221
Odin-Nougatti,before,1.0,3.0,transition_matrix,1.1641062255113033,-0.10425042025187037,0.5514952918639644
Odin-Nougatti,before,1.0,3.0,bigram,0.1984302810342631,-0.6686767134812945,0.23459998455433603
Odin-Nougatti,before,1.0,3.0,repeat_A_len,0.3206490068469418,-0.2642600820800113,0.28055788546757293
Odin-Nougatti,before,1.0,4.0,local_alignment,-2.8056178598968016,-0.19969431215029182,0.1924664070655761
Odin-Nougatti,before,1.0,4.0,transition_matrix,1.8846510318812466,1.3383952341226575,0.9127916384891682
Odin-Nougatti,before,1.0,4.0,bigram,0.23398075174832075,-0.383157978667609,0.2926171136193761
Odin-Nougatti,before,1.0,4.0,repeat_A_len,0.24165685170404064,-0.5983593671460642,0.2114398175534341
Odin-Nougatti,before,1.0,5.0,local_alignment,-2.8361509821047646,-0.4060058559551913,0.15662249453549268
Odin-Nougatti,before,1.0,5.0,transition_matrix,1.2815498049915164,0.13089036221368272,0.6103839769612271
Odin-Nougatti,before,1.0,5.0,bigram,0.26778439906990414,-0.11166861660045589,0.3477834877948351
Odin-Nougatti,before,1.0,5.0,repeat_A_len,0.3274957414958182,-0.23530164757359237,0.28654877240558624
Odin-Nougatti,before,1.0,6.0,local_alignment,-2.8189274887024873,-0.28962714141251034,0.17684176286870915
Odin-Nougatti,before,1.0,6.0,transition_matrix,1.6363555560348488,0.8412680796917471,0.7882910557165101
Odin-Nougatti,before,1.0,6.0,bigram,0.3854973239881723,0.833726612177549,0.539886878282602
Odin-Nougatti,before,1.0,6.0,repeat_A_len,0.21887648517830527,-0.69470949401654,0.19150701640645526
Odin-Nougatti,before,2.0,1.0,local_alignment,-2.8164366174458872,-0.27279638657295485,0.1797658847726914
Odin-Nougatti,before,2.0,1.0,transition_matrix,1.2856128707798236,0.1390252681225454,0.6124212837496956
Odin-Nougatti,before,2.0,1.0,bigram,0.4625092641329487,1.452237458139119,0.6655676802856498
Odin-Nougatti,before,2.0,1.0,repeat_A_len,0.43932656537323495,0.2376896037500563,0.384400647261643
Odin-Nougatti,before,2.0,2.0,local_alignment,-2.8042558125394423,-0.19049099219112695,0.19406536265244637
Odin-Nougatti,before,2.0,2.0,transition_matrix,1.191075675778873,-0.05025327824845762,0.5650183424307327
Odin-Nougatti,before,2.0,2.0,bigram,0.23539188961372268,-0.3718246182398968,0.29492004142936473
Odin-Nougatti,before,2.0,2.0,repeat_A_len,0.4095417272728582,0.111713890122014,0.35833893950206586
Odin-Nougatti,before,2.0,3.0,local_alignment,-2.8617257838903805,-0.5788141525636082,0.1265993297921648
Odin-Nougatti,before,2.0,3.0,transition_matrix,1.6957604685006349,0.9602061916032291,0.8180779303920859
Odin-Nougatti,before,2.0,3.0,bigram,0.2694973084845116,-0.09791161932064837,0.35057889625463656
Odin-Nougatti,before,2.0,3.0,repeat_A_len,0.40860690792749604,0.10776004844765527,0.3575209733776665
Odin-Nougatti,before,2.0,4.0,local_alignment,-2.8334151089908257,-0.3875196296876451,0.15983423278883963
Odin-Nougatti,before,2.0,4.0,transition_matrix,2.034626246411956,1.6386695398894677,0.9879923707895778
Odin-Nougatti,before,2.0,4.0,bigram,0.38771377453859496,0.8515277311001044,0.5435040483247219
Odin-Nougatti,before,2.0,4.0,repeat_A_len,0.4208757917204727,0.15965159763221184,0.36825623616040176
Odin-Nougatti,before,2.0,5.0,local_alignment,-2.810359775767097,-0.23173531919602483,0.1868997042396348
Odin-Nougatti,before,2.0,5.0,transition_matrix,1.861502746607861,1.2920486740466615,0.9011846005562375
Odin-Nougatti,before,2.0,5.0,bigram,0.44197544027357494,1.287322865126511,0.632057195470128
Odin-Nougatti,before,2.0,5.0,repeat_A_len,0.409070338399905,0.10972013915830303,0.3579264746430453
Odin-Nougatti,before,2.0,6.0,local_alignment,-2.7981243613500557,-0.1490609297156676,0.20126329015615685
Odin-Nougatti,before,2.0,6.0,transition_matrix,1.7770602153984407,1.122981255037176,0.8588433363405539
Odin-Nougatti,before,2.0,6.0,bigram,0.5530656714245427,2.17952883627957,0.8133525805689881
Odin-Nougatti,before,2.0,6.0,repeat_A_len,0.43669465819859365,0.22655788688757628,0.38209773074402836
Odin-Nougatti,before,3.0,1.0,local_alignment,-2.777527747242808,-0.009890122856230308,0.22544238423791196
Odin-Nougatti,before,3.0,1.0,transition_matrix,0.839190190248317,-0.754784158285765,0.38857554632881747
Odin-Nougatti,before,3.0,1.0,bigram,0.3467025375471814,0.5221516001027061,0.4765751390344456
Odin-Nougatti,before,3.0,1.0,repeat_A_len,0.33244424776428466,-0.21437181721957024,0.29087871114087777
Odin-Nougatti,before,3.0,2.0,local_alignment,-2.7521910627415833,0.16130922121157368,0.25518601467565916
Odin-Nougatti,before,3.0,2.0,transition_matrix,0.7155243430173878,-1.0023829134569275,0.3265668850882483
Odin-Nougatti,before,3.0,2.0,bigram,0.22996670983778142,-0.41539620631316043,0.28606633713404106
Odin-Nougatti,before,3.0,2.0,repeat_A_len,0.2061390558233478,-0.7485827683103239,0.1803617766593585
Odin-Nougatti,before,3.0,3.0,local_alignment,-2.875919890469542,-0.6747233760400864,0.10993636584105375
Odin-Nougatti,before,3.0,3.0,transition_matrix,1.6738663153138145,0.9163706040423356,0.8070997407098894
Odin-Nougatti,before,3.0,3.0,bigram,0.25480726928311703,-0.21589265650244527,0.32660526431111375
Odin-Nougatti,before,3.0,3.0,repeat_A_len,0.15883173491140745,-0.9486702588526046,0.13896791148740287
Odin-Nougatti,before,3.0,4.0,local_alignment,-2.8334151089908257,-0.3875196296876451,0.15983423278883963
Odin-Nougatti,before,3.0,4.0,transition_matrix,1.6332660536093317,0.8350824029524945,0.7867419141095467
Odin-Nougatti,before,3.0,4.0,bigram,0.298648811440695,0.1362146826603725,0.39815313298000315
Odin-Nougatti,before,3.0,4.0,repeat_A_len,0.27360323066065023,-0.4632413626993702,0.23939287170595386
Odin-Nougatti,before,3.0,5.0,local_alignment,-2.77501576116675,0.0070833042907922925,0.22839129357557342
Odin-Nougatti,before,3.0,5.0,transition_matrix,1.7167890318541195,1.0023087302260227,0.8286220950952728
Odin-Nougatti,before,3.0,5.0,bigram,0.3397258549325454,0.4661193295499617,0.46518943618525377
Odin-Nougatti,before,3.0,5.0,repeat_A_len,0.1506065375089301,-0.9834589358639293,0.13177087082376784
