pair,stage,session_focal,session_partner,metric,distance,z_distance,distance_01
Odin-Nougatti,before,3.0,6.0,local_alignment,-2.7188104825717634,-0.6497645404589517,0.1451880923419616
Odin-Nougatti,before,3.0,6.0,transition_matrix,1.765738042176248,0.7955046088560346,0.8011671575033958
Odin-Nougatti,before,3.0,6.0,bigram,0.45517345259403974,0.5090210741619774,0.49885053881386604
Odin-Nougatti,before,3.0,6.0,repeat_A_len,0.6226401625074217,0.7242838511265351,0.5505269927134768
Odin-Nougatti,before,4.0,1.0,local_alignment,-2.399261690679814,0.7662204885343108,0.42370166618932886
Odin-Nougatti,before,4.0,1.0,transition_matrix,1.4079302446130437,-0.05107256442731211,0.6246844195079067
Odin-Nougatti,before,4.0,1.0,bigram,0.4696417327231554,0.6147131133198943,0.5201604833528123
Odin-Nougatti,before,4.0,1.0,repeat_A_len,0.3741470469535767,-0.1507663476281178,0.33078944179445524
Odin-Nougatti,before,4.0,2.0,local_alignment,-2.2383559887334403,1.479226047675206,0.5639444811790882
Odin-Nougatti,before,4.0,2.0,transition_matrix,1.2911996986144925,-0.32725831649946774,0.5671090214706582
Odin-Nougatti,before,4.0,2.0,bigram,0.3203482178742638,-0.4758889400422393,0.3002700407388369
Odin-Nougatti,before,4.0,2.0,repeat_A_len,0.9272443374499595,1.7969250115501862,0.8198824444828399
Odin-Nougatti,before,4.0,3.0,local_alignment,-2.6199876957956647,-0.21186087707829093,0.2313204396420704
Odin-Nougatti,before,4.0,3.0,transition_matrix,1.7564341287953593,0.7734914477563953,0.7965781571554029
Odin-Nougatti,before,4.0,3.0,bigram,0.41014459034151346,0.18008133633832585,0.4325287266364683
Odin-Nougatti,before,4.0,3.0,repeat_A_len,0.4477432246080579,0.10839716980213407,0.39586908715506364
Odin-Nougatti,before,4.0,4.0,local_alignment,-2.2162973557811982,1.5769722911690438,0.5831704299343369
Odin-Nougatti,before,4.0,4.0,transition_matrix,1.6335354935283102,0.4827119288265963,0.7359604517964063
Odin-Nougatti,before,4.0,4.0,bigram,0.5750409756391218,1.3846637093877363,0.6754002216591132
Odin-Nougatti,before,4.0,4.0,repeat_A_len,0.5098568710294835,0.327125799467801,0.4507949570845935
Odin-Nougatti,before,4.0,5.0,local_alignment,-2.3536624170042666,0.9682800503159562,0.46344525777366247
Odin-Nougatti,before,4.0,5.0,transition_matrix,1.8934518715620672,1.0976769298813742,0.8641598771797094
Odin-Nougatti,before,4.0,5.0,bigram,0.42077767749190237,0.2577569586956004,0.4481899175610609
Odin-Nougatti,before,4.0,5.0,repeat_A_len,0.31750061326058354,-0.35024259046614176,0.2806981200278452
Odin-Nougatti,before,4.0,6.0,local_alignment,-2.5400985915337913,0.1421438273198563,0.3009504945945638
Odin-Nougatti,before,4.0,6.0,transition_matrix,1.5998708690647616,0.4030610581298445,0.7193559363571711
Odin-Nougatti,before,4.0,6.0,bigram,0.4879759911352012,0.7486464585913721,0.5471645243609183
Odin-Nougatti,before,4.0,6.0,repeat_A_len,0.6083967512204597,0.6741267276592667,0.5379318256161767
Odin-Nougatti,before,5.0,1.0,local_alignment,-2.6307688481532234,-0.25963433365502714,0.22192376110819578
Odin-Nougatti,before,5.0,1.0,transition_matrix,1.0657537415600375,-0.8606659234636662,0.45591155724000376
Odin-Nougatti,before,5.0,1.0,bigram,0.3985653939311105,0.09549430391263264,0.41547403657592036
Odin-Nougatti,before,5.0,1.0,repeat_A_len,0.09426990855432082,-1.136333070622842,0.08329961974040946
Odin-Nougatti,before,5.0,2.0,local_alignment,-2.604538718248198,-0.14340334735036536,0.24478551933634002
Odin-Nougatti,before,5.0,2.0,transition_matrix,1.0012218072636114,-1.0133491877615182,0.42408225522272025
Odin-Nougatti,before,5.0,2.0,bigram,0.11648137740217267,-1.9651538626100655,0.0
Odin-Nougatti,before,5.0,2.0,repeat_A_len,0.6598422165176667,0.8552881434715772,0.5834240338212296
Odin-Nougatti,before,5.0,3.0,local_alignment,-2.6750086891099385,-0.4556699753761614,0.18336502915886602
Odin-Nougatti,before,5.0,3.0,transition_matrix,1.7392636083020232,0.7328658079518727,0.7881090838425545
Odin-Nougatti,before,5.0,3.0,bigram,0.25136138205852077,-0.9798437492766362,0.19866116725618535
Odin-Nougatti,before,5.0,3.0,repeat_A_len,0.17138640027223564,-0.8647730265764678,0.15149220925257156
Odin-Nougatti,before,5.0,4.0,local_alignment,-2.5346882985458814,0.166117924758904,0.3056660187143785
Odin-Nougatti,before,5.0,4.0,transition_matrix,1.3221921754269803,-0.25392977645184356,0.5823955445771408
Odin-Nougatti,before,5.0,4.0,bigram,0.4864687062402466,0.7376356119172681,0.5449444845753161
Odin-Nougatti,before,5.0,4.0,repeat_A_len,0.23566299059243112,-0.6384277493256343,0.208330727723819
Odin-Nougatti,before,5.0,5.0,local_alignment,-2.630768848153224,-0.2596343336550291,0.2219237611081954
Odin-Nougatti,before,5.0,5.0,transition_matrix,1.858654478311659,1.0153459158112967,0.8469966423990225
Odin-Nougatti,before,5.0,5.0,bigram,0.29876967835828916,-0.6335220397016424,0.26848758448188953
Odin-Nougatti,before,5.0,5.0,repeat_A_len,0.03364697140222883,-1.3498122774241836,0.02969195455568947
Odin-Nougatti,before,5.0,6.0,local_alignment,-2.675008689109939,-0.4556699753761634,0.18336502915886563
Odin-Nougatti,before,5.0,6.0,transition_matrix,1.352573908494847,-0.1820462628023112,0.5973808285015865
Odin-Nougatti,before,5.0,6.0,bigram,0.39607434255610985,0.07729695791702083,0.41180503333771895
Odin-Nougatti,before,5.0,6.0,repeat_A_len,0.3366638094181733,-0.28276080704087914,0.2976437556526565
Odin-Nougatti,before,6.0,1.0,local_alignment,-2.7121659569647663,-0.6203213098068651,0.15097935370886692
Odin-Nougatti,before,6.0,1.0,transition_matrix,1.4371804091152478,0.018133645585410387,0.6391115760800202
Odin-Nougatti,before,6.0,1.0,bigram,0.30112682074466346,-0.6163029104631843,0.2719593567364889
Odin-Nougatti,before,6.0,1.0,repeat_A_len,0.5653603666044807,0.5225772699289826,0.49987560126224634
Odin-Nougatti,before,6.0,2.0,local_alignment,-2.6969008677800224,-0.5526786264348899,0.16428415927164122
Odin-Nougatti,before,6.0,2.0,transition_matrix,1.5266421966428356,0.229801216045784,0.6832371130760396
Odin-Nougatti,before,6.0,2.0,bigram,0.4966174520651675,0.811773078952671,0.5598923020587302
Odin-Nougatti,before,6.0,2.0,repeat_A_len,1.130932657216917,2.5141984229234517,1.0
Odin-Nougatti,before,6.0,3.0,local_alignment,-2.4930376906772196,0.3506801533979537,0.34196801685912104
Odin-Nougatti,before,6.0,3.0,transition_matrix,2.0536224220946475,1.4766422091082951,0.9431613340980467
Odin-Nougatti,before,6.0,3.0,bigram,0.4412072307366205,0.40699661415224897,0.47828006253442906
Odin-Nougatti,before,6.0,3.0,repeat_A_len,0.6424768782017366,0.7941373839789917,0.5680682083533168
Odin-Nougatti,before,6.0,4.0,local_alignment,-2.630149736531388,-0.25689092541804376,0.22246336881375733
Odin-Nougatti,before,6.0,4.0,transition_matrix,1.586172713657318,0.3706510722016281,0.7125995493017261
Odin-Nougatti,before,6.0,4.0,bigram,0.31394537524726646,-0.5226622598574086,0.2908394643292513
Odin-Nougatti,before,6.0,4.0,repeat_A_len,0.7067534265593101,1.0204825134615434,0.624906689717847
Odin-Nougatti,before,6.0,5.0,local_alignment,-2.7121659569647667,-0.6203213098068671,0.15097935370886653
Odin-Nougatti,before,6.0,5.0,transition_matrix,2.1194785840814587,1.632458610645035,0.9756437893728059
Odin-Nougatti,before,6.0,5.0,bigram,0.31341503137485255,-0.5265364677681008,0.29005833496163785
Odin-Nougatti,before,6.0,5.0,repeat_A_len,0.504737416164689,0.3090980163359855,0.44626792432747614
Odin-Nougatti,before,6.0,6.0,local_alignment,-2.49303769067722,0.3506801533979518,0.34196801685912065
Odin-Nougatti,before,6.0,6.0,transition_matrix,1.6709318063694016,0.5711920151518213,0.7544055603884456
Odin-Nougatti,before,6.0,6.0,bigram,0.4823865343792948,0.7078149929959621,0.5389319623419188
Odin-Nougatti,before,6.0,6.0,repeat_A_len,0.8077542696764686,1.3761495412867315,0.7142197391271038
Wuschel-Olympia,before,1.0,3.0,local_alignment,-2.8853900817779268,-1.3879122806368664,0.0
Wuschel-Olympia,before,1.0,3.0,transition_matrix,1.0589653590557735,-0.8767273109201842,0.45256330060872796
Wuschel-Olympia,before,1.0,3.0,bigram,0.31548287663437435,-0.5114306790916654,0.2931040091815374
Wuschel-Olympia,before,1.0,3.0,repeat_A_len,0.08273036213775427,-1.1769687331555816,0.07309542690938811
Wuschel-Olympia,before,1.0,4.0,local_alignment,-2.649740312079703,-0.3437007096814593,0.205388539090937
Wuschel-Olympia,before,1.0,4.0,transition_matrix,1.564674092998615,0.319785099937508,0.7019957126530736
Wuschel-Olympia,before,1.0,4.0,bigram,0.38118513316378083,-0.03147000595711929,0.3898751132955444
Wuschel-Olympia,before,1.0,4.0,repeat_A_len,0.07423023110642608,-1.2069013183373736,0.06557892903317188
Wuschel-Olympia,before,1.0,5.0,local_alignment,-2.8353390943259527,-1.166126278885093,0.0436236335218335
Wuschel-Olympia,before,1.0,5.0,transition_matrix,1.6358930875126365,0.4882900220503703,0.7371232957709346
Wuschel-Olympia,before,1.0,5.0,bigram,0.5601735023918881,1.27605552993566,0.6535023162062567
Wuschel-Olympia,before,1.0,5.0,repeat_A_len,0.06698404945895949,-1.2324182131483046,0.0591712738143147
Wuschel-Olympia,before,1.0,6.0,local_alignment,-2.795766463520648,-0.9907719849557454,0.07811450036840434
Wuschel-Olympia,before,1.0,6.0,transition_matrix,1.2139988684488778,-0.5099163273696444,0.5290309975261249
Wuschel-Olympia,before,1.0,6.0,bigram,0.4013031620299469,0.11549393693917401,0.41950642230705465
Wuschel-Olympia,before,1.0,6.0,repeat_A_len,0.07437722995802645,-1.2063836727115667,0.06570891721238795
Wuschel-Olympia,before,3.0,3.0,local_alignment,-2.8353390943259527,-1.166126278885093,0.0436236335218335
Wuschel-Olympia,before,3.0,3.0,transition_matrix,1.0374726533293381,-0.927579288389687,0.44196238140192223
Wuschel-Olympia,before,3.0,3.0,bigram,0.24704922586076297,-1.011344423692755,0.192309907217159
Wuschel-Olympia,before,3.0,3.0,repeat_A_len,0.4085036242782217,-0.029782191791632266,0.3611702841065298
Wuschel-Olympia,before,3.0,4.0,local_alignment,-2.5996893246277284,-0.12191470792968394,0.24901217261277087
Wuschel-Olympia,before,3.0,4.0,transition_matrix,1.2397976845746843,-0.4488760454680627,0.5417558339828269
Wuschel-Olympia,before,3.0,4.0,bigram,0.37102618927471176,-0.10568197073417931,0.37491227535500193
Wuschel-Olympia,before,3.0,4.0,repeat_A_len,0.5654639660014807,0.5229420875728584,0.4999672121614969
Wuschel-Olympia,before,3.0,5.0,local_alignment,-2.7852881068739785,-0.9443402771333197,0.087247267043667
Wuschel-Olympia,before,3.0,5.0,transition_matrix,1.318402539135331,-0.2628960974806351,0.5805263695806423
Wuschel-Olympia,before,3.0,5.0,bigram,0.45753436514731183,0.5262677447960843,0.5023278640468968
Wuschel-Olympia,before,3.0,5.0,repeat_A_len,0.4242499280491218,0.025667256832595842,0.375094429324528
Wuschel-Olympia,before,3.0,6.0,local_alignment,-2.722743160216167,-0.6671910268348252,0.14176043392695864
Wuschel-Olympia,before,3.0,6.0,transition_matrix,0.7465357928332013,-1.615939091166885,0.2984626195916724
Wuschel-Olympia,before,3.0,6.0,bigram,0.2770772144905309,-0.7919873666155843,0.23653733208079236
Wuschel-Olympia,before,3.0,6.0,repeat_A_len,0.5656111886464293,0.5234605212704533,0.5000973982367478
Wuschel-Olympia,before,5.0,3.0,local_alignment,-2.8853900817779268,-1.3879122806368664,0.0
Wuschel-Olympia,before,5.0,3.0,transition_matrix,0.71336448530109,-1.694422768593414,0.28210142451424175
Wuschel-Olympia,before,5.0,3.0,bigram,0.2157103250869057,-1.2402778074949559,0.14615167476363394
Wuschel-Olympia,before,5.0,3.0,repeat_A_len,0.15715666484847712,-0.9148819914990308,0.13890913545081543
Wuschel-Olympia,before,5.0,4.0,local_alignment,-2.649740312079703,-0.3437007096814593,0.205388539090937
Wuschel-Olympia,before,5.0,4.0,transition_matrix,1.0222524150130436,-0.963590539173654,0.4344552522971435
Wuschel-Olympia,before,5.0,4.0,bigram,0.5249249000257371,1.018561437458976,0.60158558838548
Wuschel-Olympia,before,5.0,4.0,repeat_A_len,0.0002776697899395941,-1.4673198145768998,0.0001841406437432977
Wuschel-Olympia,before,5.0,5.0,local_alignment,-2.8353390943259527,-1.166126278885093,0.0436236335218335
Wuschel-Olympia,before,5.0,5.0,transition_matrix,1.0099504938362078,-0.9926970195990856,0.4283875345260986
Wuschel-Olympia,before,5.0,5.0,bigram,0.13122831442142485,-1.857426210740679,0.021720370852316744
Wuschel-Olympia,before,5.0,5.0,repeat_A_len,0.1414103576212087,-0.9703314522946053,0.12498498717641907
Wuschel-Olympia,before,5.0,6.0,local_alignment,-2.795766463520648,-0.9907719849557454,0.07811450036840434
Wuschel-Olympia,before,5.0,6.0,transition_matrix,0.1414213562373095,-3.0476464847314557,0.0
Wuschel-Olympia,before,5.0,6.0,bigram,0.14143549996250962,-1.7828618365183784,0.03675426263752823
Wuschel-Olympia,before,5.0,6.0,repeat_A_len,6.943190764552298e-05,-1.4680531089375244,0.0
Wuschel-Olympia,before,6.0,3.0,local_alignment,-2.8853900817779268,-1.3879122806368664,0.0
Wuschel-Olympia,before,6.0,3.0,transition_matrix,0.6349189951441504,-1.8800256586538453,0.24340949275484688
Wuschel-Olympia,before,6.0,3.0,bigram,0.17494481004784265,-1.538073424759152,0.08610923317198702
Wuschel-Olympia,before,6.0,3.0,repeat_A_len,0.15715666484847712,-0.9148819914990308,0.13890913545081543
Wuschel-Olympia,before,6.0,4.0,local_alignment,-2.649740312079703,-0.3437007096814593,0.205388539090937
Wuschel-Olympia,before,6.0,4.0,transition_matrix,1.262449482574025,-0.39528164296854834,0.5529284561522424
Wuschel-Olympia,before,6.0,4.0,bigram,0.41373306113769615,0.20629542623170172,0.43781408971790287
Wuschel-Olympia,before,6.0,4.0,repeat_A_len,0.0002776697899395941,-1.4673198145768998,0.0001841406437432977
Wuschel-Olympia,before,6.0,5.0,local_alignment,-2.8353390943259527,-1.166126278885093,0.0436236335218335
Wuschel-Olympia,before,6.0,5.0,transition_matrix,1.2669421188101135,-0.3846520163610778,0.555144374165104
Wuschel-Olympia,before,6.0,5.0,bigram,0.3429561392828288,-0.31073611652283395,0.3335686461748669
Wuschel-Olympia,before,6.0,5.0,repeat_A_len,0.1414103576212087,-0.9703314522946053,0.12498498717641907
Wuschel-Olympia,before,6.0,6.0,local_alignment,-2.7727941476681415,-0.8889770285866005,0.09813680040512474
Wuschel-Olympia,before,6.0,6.0,transition_matrix,0.7589805157737256,-1.586494740202391,0.3046007719547467
Wuschel-Olympia,before,6.0,6.0,bigram,0.2679778732140065,-0.8584588425565501,0.223135154613032
Wuschel-Olympia,before,6.0,6.0,repeat_A_len,6.943190764552298e-05,-1.4680531089375244,0.0
Wuschel-Olympia,after,3.0,2.0,local_alignment,-2.792212680040044,-0.975024454899301,0.08121192074043146
Wuschel-Olympia,after,3.0,2.0,transition_matrix,1.4229164972072998,-0.015614926427920856,0.6320761390515791
Wuschel-Olympia,after,3.0,2.0,bigram,0.22106947119336637,-1.201128781136447,0.15404501835980652
Wuschel-Olympia,after,3.0,2.0,repeat_A_len,0.8483584657307108,1.5191342261877445,0.7501252272051494
Wuschel-Olympia,after,4.0,2.0,local_alignment,-2.7922126800400444,-0.9750244548993029,0.08121192074043107
Wuschel-Olympia,after,4.0,2.0,transition_matrix,1.3102811662745815,-0.28211135474013865,0.5765206376527512
Wuschel-Olympia,after,4.0,2.0,bigram,0.32583351716939046,-0.43581835371686556,0.30834919200737226
Wuschel-Olympia,after,4.0,2.0,repeat_A_len,0.7093615820739805,1.029666940951249,0.6272130300924375
