A_run_length_2,A_run_length_3,A_run_length_4,A_run_length_5
0.6665555740709881,0.33327778703549404,0.0,0.0
0.9995002498750625,0.0,0.0,0.0
0.4347637059258293,0.5651928177035781,0.0,0.0
0.4347637059258293,0.39128733533324633,0.1304291117777488,0.04347637059258293
0.26664889007399506,0.5332977801479901,0.1999866675554963,0.0
0.2631440450502605,0.6315457081206252,0.0526288090100521,0.0526288090100521
0.24998750062496874,0.4499775011249437,0.24998750062496874,0.049997500124993745
0.1999866675554963,0.1999866675554963,0.599960002666489,0.0
0.7142346975216056,0.28569387900864224,0.0,0.0
0.24997916840263312,0.5832847262728106,0.16665277893508876,0.0
0.8887901344295079,0.11109876680368849,0.0,0.0
0.9998333611064822,0.0,0.0,0.0
0.9999000099990002,0.0,0.0,0.0
0.9997500624843788,0.0,0.0,0.0
0.571346950435652,0.428510212826739,0.0,0.0
0.9998000399920015,0.0,0.0,0.0
0.8887901344295079,0.11109876680368849,0.0,0.0
0.9996667777407531,0.0,0.0,0.0
0.8999550022498874,0.09999500024998749,0.0,0.0
0.9998750156230471,0.0,0.0,0.0
0.4999166805532411,0.0,0.4999166805532411,0.0
0.22219753360737698,0.11109876680368849,0.6665926008221309,0.0
0.6665555740709881,0.33327778703549404,0.0,0.0
0.571346950435652,0.285673475217826,0.142836737608913,0.0
0.2105152360402084,0.4210304720804168,0.3684016630703647,0.0
